laced-dragon-89 - val_loss,copper-pine-19 - val_loss,still-jazz-17 - val_loss,electric-sweep-20 - val_loss,good-sweep-19 - val_loss,jumping-sweep-18 - val_loss,graceful-sweep-17 - val_loss,skilled-sweep-16 - val_loss,usual-sweep-15 - val_loss,cosmic-sweep-14 - val_loss,resilient-sweep-13 - val_loss,denim-sweep-12 - val_loss,earnest-sweep-11 - val_loss,grateful-sweep-10 - val_loss,misunderstood-sweep-9 - val_loss,brisk-sweep-7 - val_loss,daily-sweep-6 - val_loss,fresh-sweep-5 - val_loss,expert-sweep-4 - val_loss,stoic-sweep-3 - val_loss,spring-sweep-2 - val_loss,comic-sweep-1 - val_loss,warm-tree-41 - val_loss,playful-morning-32 - val_loss,solar-glade-30 - val_loss,flowing-gorge-28 - val_loss,denim-pyramid-26 - val_loss,crimson-dew-21 - val_loss,trim-frog-19 - val_loss,prime-surf-16 - val_loss
2.3523538529236605,2.725902546174152,4.01531050555933,2.7558327440278343,3.085082862226866,2.647589454250076,2.7701698233671626,2.6176276825856517,2.7243503970180365,2.806234651501895,3.4374772968928804,2.895849801995993,2.7525355983870874,2.87048570776752,3.678213554495492,3.030986113954976,2.611479086103781,2.597965586465428,3.095057334239757,3.055284284395989,3.06934197665145,2.914262348995515,2.6292464594611133,2.8996703916486024,2.6757248982490416,2.7564703389534007,2.5954009593056897,2.9153195576850504,2.721128265112086,
2.355978496248699,2.715354433755203,3.956156476024349,2.7605679480195486,3.151028174552399,2.6347174532481263,2.784934774759526,2.6157342653781432,2.740972077448672,2.7985768253340564,3.396989108016081,2.8660905193192114,2.733473797221708,2.8601896647911875,3.774041509451471,3.120753841140804,2.61420398825326,2.6082706427839395,3.1581508261606337,3.097952741922348,3.0450440189894405,2.931023066064484,2.6246880282577685,2.866782049313464,2.6628018258438835,2.822897949548816,2.5976018338522358,2.884977579411529,2.74722887175929,
2.359251355158359,2.708215091078184,3.9020833049628,2.7967688285818206,3.225886088513916,2.625056359322905,2.804503807473389,2.6190759107120547,2.7535433574718957,2.795601378559919,3.3571069956709927,2.843896210414665,2.7105741931127825,2.860556158058723,,3.22426533787448,2.6127029614631265,2.620950681759489,3.2299573613038315,3.1344361900546494,3.0179316823650497,2.942976975175742,2.6220833763056546,2.839805566483581,2.641891379588186,2.890311275501112,2.604635107394526,2.867110425668535,2.776691839927796,
2.36000228078463,2.699691254954108,3.8518438079890567,2.7949257922555666,,2.6130672208458297,2.82280016416967,2.614563422091075,2.767277250183822,2.8013353925405533,3.324495519489529,2.818467084203279,2.694776734846042,2.858905516979279,,3.3204198932765587,2.6171024532341693,2.6326424866288494,,,2.9978912669442344,,2.6245203949465004,2.8190220902375738,2.6285964821711,2.962491606649293,2.604478432575599,2.838319424793069,2.8098874298397485,
2.3680894381931705,2.6939576901081024,3.805643402307084,,,2.6097650050527528,,2.622080884846238,,2.798746245163775,3.290620322869941,2.799918903261239,2.679985039313733,2.853623413774375,,,2.62405249568529,2.6460728427240965,,,2.973828512599648,,2.6211393336283115,2.7988145537075804,2.623735878419072,3.0495798993705128,2.611306997808624,2.8242166357665184,2.8363157562331303,
2.373178937066583,2.6978681125805903,3.762948515978084,,,2.6081984629589785,,2.624268708623973,,2.801235665202288,3.258780620890878,2.780869116152468,2.6669131498254277,2.8498866743740843,,,2.6358731190854745,2.6587502729465404,,,2.956204501011757,,2.6208256779259305,2.7814872161714344,2.612692250191853,3.1223655827552834,2.6183535983679107,2.804563338441224,2.871690872720499,
2.368297823267591,2.6944559307121967,3.7228868364256313,,,2.606799311926692,,2.651944174607398,,2.8019406603941666,3.2329978954659406,2.7641172945425745,2.653247392369142,2.8377827660851778,,,2.647076314989804,2.690223172804334,,,2.9343348256737105,,2.623935739543146,2.762219777360688,2.6048489408586795,3.200936990377605,2.6265767085298264,2.789706962217654,2.898360748668241,
2.3776575195965504,2.689933007078796,3.684815701507078,,,2.60901450167775,,2.653550377882308,,2.8120370606704164,3.205798345973672,2.751914676246596,2.643534846005245,2.846926136865604,,,2.661640055836794,2.709019138138138,,,2.92022773803975,,2.625007446675719,2.748272252171237,2.6048048740581984,3.2360257677493447,2.638146635752844,2.7747525408477216,2.943288115842086,
2.383894894397213,2.6974231710540053,3.651860811212301,,,2.614223403011176,,2.657614830545206,,2.8218193790968624,3.185225207372413,2.7398834788460373,2.6350753174724035,2.833474027801061,,,2.677528905927472,2.7247204167586467,,,2.915498640392855,,2.6317444448860083,2.736223930481485,2.6014820575336524,3.299945163724965,2.6499414353901405,2.766524514102818,2.975648334206108,
2.389610163141021,2.6920803975410603,3.6190202038721337,,,2.6175272131732426,,2.6742670916214277,,2.823131231206604,3.1618452243074056,2.7285413152649904,2.627376008240048,2.832356983415865,,,2.6882948126869533,2.7520501828753607,,,2.9034664969803816,,2.6368314692352257,2.725248900273232,2.5960821248285164,3.355354560020844,2.664909883973579,2.757351037745717,2.999082860015379,
,2.696186855490629,3.590475953553604,,,2.6207829671088785,,2.692830861425223,,2.8298283837486995,3.139113249383839,2.7203608360809213,2.6215685436545844,2.8372943380707127,,,2.715269974047233,,,,2.888151671594684,,2.6436166303561555,2.7119158295677384,2.59744110982687,3.402333384738805,2.678666497017294,2.747885732332473,3.0471955536322484,
,2.7010859441108845,3.56511394880316,,,2.6321948809441,,2.699744667788813,,2.84565690657117,3.11764519058435,2.715358580882824,2.614840305927215,2.8367793999142643,,,,,,,2.8836622839363013,,2.654684407454633,2.7047489305361827,2.59584010487961,3.4387199439724685,2.692812317779816,2.739062244429429,3.077273438386481,
,2.701764636045628,3.538114464621904,,,2.6398644170301364,,2.7292535078098217,,2.8464628391713824,3.0995302412506973,2.7055787309285884,2.6093479363968406,2.845455077728913,,,,,,,2.873218008260644,,2.661853025221854,2.69638910517557,2.600579472915399,3.486755670511053,2.701613763071381,2.734028763765163,3.113578676735368,
,2.704591673295784,3.516788516852116,,,2.6429868999900865,,2.748968585312588,,,3.08239347177324,2.700697259348904,2.602930449142739,2.86284923789233,,,,,,,2.861096861925349,,2.669454737263645,2.686962364630588,2.603938879648918,3.5456550230209,2.711636672998093,2.7273295535734765,3.137960633182408,
,2.710125347887188,3.494414852929793,,,2.6573975336713755,,,,,3.064006491261448,2.698314179890825,2.600826601162829,2.854649132350172,,,,,,,2.856488089921006,,2.682308579552159,2.681737575601736,2.6036087496752147,3.582820142685595,2.7219590173203336,2.722061637600214,3.172171498405919,
,2.720633601081386,3.4743313359094343,,,2.661720031271464,,,,,3.0475721883832745,2.693519868131621,2.595901673744871,2.856521700751796,,,,,,,2.849333947609617,,2.690032111404853,2.6741056412789965,2.6047176404773564,3.631380703550691,2.742623490493562,2.7172309724597907,3.199541179152442,
,2.719756922114765,3.454366963342919,,,2.6687991969812344,,,,,3.0353752850602085,2.693319896537677,2.5939857838917133,2.8494181014109308,,,,,,,2.841788293109984,,,2.672092269760717,2.617267561711273,3.6684077205208903,2.7521153490589,2.710643794834245,3.22378812113268,
,2.723666252400289,3.436380282615407,,,,,,,,3.021491987890897,2.6916869255462004,2.59244479237145,2.843571725380877,,,,,,,2.8396826250149383,,,2.664809102623071,2.621681922284735,3.701937125506756,2.764170942345751,2.710990036373822,3.247859035345768,
,2.726078366467036,3.418750622069143,,,,,,,,3.008452658305504,2.6892225144083333,2.590571424722377,2.843127952665274,,,,,,,2.8334779415201345,,,2.662047971459048,2.631104182830486,3.737917790401023,2.7776525429544536,2.707581702209963,3.281287658936603,
,2.7403954422223404,3.4038802407433284,,,,,,,,2.997107544699764,2.684873472480161,2.5903690494919296,2.85757964031658,,,,,,,2.832886268535562,,,2.658903161439082,2.640665156104016,3.758750979919746,2.7857022645642613,2.7061286072795854,3.298551455121695,
,2.748018626671639,3.385453443444704,,,,,,,,2.98180181104851,2.6855350619340856,2.587036726353932,,,,,,,,2.8253852817125167,,,2.6555351827878444,2.6415318524936264,3.7702121603108334,2.804700638407671,2.703972673239313,3.325520195978681,
,2.7543665163301863,3.370713769137049,,,,,,,,2.968948251090032,2.686428510361756,2.5869339859235123,,,,,,,,2.829806900142297,,,2.653697893262941,2.6611275609091183,3.803866507186166,,2.698865790302291,3.35356183812409,
,2.7592487712431013,3.356690746302658,,,,,,,,2.961355746897543,2.691784213883031,2.5930816805996324,,,,,,,,2.8240814468327207,,,2.6528610204736736,2.6624561297068587,3.829322065661394,,2.70184967868555,3.3748102034862315,
,2.7635997535271755,3.341150781280178,,,,,,,,2.9539133149702264,2.689801864482564,2.5864986170944384,,,,,,,,2.8237250048681006,,,2.648208566884912,2.671109399387185,3.847653865270852,,2.702866039700502,3.4016119623361027,
,2.778928430767083,3.327935497015162,,,,,,,,2.940639360284039,2.6921807856141267,2.589507616347229,,,,,,,,2.8175999166349546,,,2.650454996248111,2.676546619566392,3.87166529755158,,2.698731675872992,3.433768682633106,
,2.785103173132143,3.315238220582639,,,,,,,,2.930787922278028,2.6928829362866904,2.592274668779597,,,,,,,,2.8097638541600025,,,2.646897968461988,2.690144374048843,3.887388183433432,,2.6984809785897124,3.4600184892105084,
,2.7936082634849217,3.303028996706893,,,,,,,,2.921445824159828,2.696571384873172,2.588514941584489,,,,,,,,2.8173934066546127,,,2.6426472946798847,2.705466588301378,,,2.7012089315539383,3.487568948413297,
,2.8040083665930298,3.291280340942081,,,,,,,,2.914618202134028,2.6960616341627426,2.5883546529800547,,,,,,,,2.810485153764081,,,2.6484864839664644,2.717784561913726,,,2.702356264234621,3.5070658908933585,
,,3.278293759330684,,,,,,,,2.903803067979471,2.701985316753977,2.58901672693354,,,,,,,,2.812866271057884,,,2.646240444206926,2.7294216440761736,,,2.703320378868188,3.5203841766998707,
,,3.2632755437504377,,,,,,,,2.898342241020816,2.7043850018155884,2.595362432218158,,,,,,,,2.812857787600259,,,2.6430863803632474,2.749151727204979,,,2.705779477603945,3.560786064534606,
,,3.2564396970204283,,,,,,,,2.8884654050999137,,2.5910969240261688,,,,,,,,2.808392400352563,,,2.647794697576459,2.750902701320273,,,2.701798557498399,3.571469718357836,
,,3.246180760698354,,,,,,,,2.8848097563084623,,2.600634159352193,,,,,,,,2.805837833984526,,,2.643996057168515,2.7641693220737715,,,2.706851515398627,3.5944538470104392,
,,3.2340641953005043,,,,,,,,2.8760195379646216,,2.5990479920791607,,,,,,,,2.813315202338144,,,2.6401107944870468,2.7876133968769463,,,2.707185682171797,3.602561285822884,
,,3.223368299316859,,,,,,,,2.8696624045024253,,2.601070385780853,,,,,,,,2.813038418113228,,,2.645628551322833,2.7960736378804327,,,2.708651896312888,3.6136343004677,
,,3.211727442935901,,,,,,,,2.863249975022928,,,,,,,,,,2.81571390602291,,,2.641869261474044,2.797598732879177,,,2.71293194833291,3.633688841820942,
,,3.203301157438564,,,,,,,,2.856970812982623,,,,,,,,,,2.815290170488016,,,2.6445567404531283,2.8119175307897177,,,2.710725896290707,3.65551918958704,
,,3.194010062624409,,,,,,,,2.8530422930959127,,,,,,,,,,2.8121940774292824,,,2.64505163730296,2.8297227119463337,,,,3.6574328037068633,
,,3.1854069406818253,,,,,,,,2.844035668485097,,,,,,,,,,2.810758030753495,,,2.6435438905864475,2.843434926944441,,,,3.6804090807552834,
,,3.1758870901666554,,,,,,,,2.841930316316772,,,,,,,,,,2.8160358164896926,,,2.647423427096109,2.865389426599928,,,,3.7043126215893496,
,,3.1669228875592847,,,,,,,,2.83392677613625,,,,,,,,,,2.816248070324307,,,2.644335531628471,2.8812040225870605,,,,3.7085965266186474,
,,3.157971989239102,,,,,,,,2.829795170183972,,,,,,,,,,2.8148504228910203,,,2.648827424302826,2.892356663467475,,,,3.728388220477016,
,,3.150510074771084,,,,,,,,2.825334871949902,,,,,,,,,,2.810150725879834,,,2.656293224787388,2.911889430004326,,,,3.7384774316521305,
,,3.1404007769043574,,,,,,,,2.8207983233872684,,,,,,,,,,,,,2.654632017845276,,,,,3.746382139227152,
,,3.1353706635709746,,,,,,,,2.8165824186374584,,,,,,,,,,,,,,,,,,3.7705281426202233,
,,3.1271419643029588,,,,,,,,2.8108486970069237,,,,,,,,,,,,,,,,,,3.781023472289662,
,,3.120464243611829,,,,,,,,2.808292215038436,,,,,,,,,,,,,,,,,,3.794559318438744,
,,3.111911139470538,,,,,,,,2.8026973125519064,,,,,,,,,,,,,,,,,,3.801436190846824,
,,3.105319484055263,,,,,,,,2.7966121790288256,,,,,,,,,,,,,,,,,,3.812214142901936,
,,3.100106476263888,,,,,,,,2.7976125662936857,,,,,,,,,,,,,,,,,,3.8202716228546407,
,,3.0932316915655904,,,,,,,,2.79166164268522,,,,,,,,,,,,,,,,,,3.820399006158666,
,,3.086823995092743,,,,,,,,2.78740660133409,,,,,,,,,,,,,,,,,,3.8371844038238336,
,,3.0803509795916244,,,,,,,,2.787627764773752,,,,,,,,,,,,,,,,,,3.8344332019537135,
,,3.073541170881764,,,,,,,,2.782014269174545,,,,,,,,,,,,,,,,,,3.854054743338869,
,,3.067451067996408,,,,,,,,2.7784442247360097,,,,,,,,,,,,,,,,,,3.859365842251017,
,,3.063346371809838,,,,,,,,2.777596780779336,,,,,,,,,,,,,,,,,,3.866702539517057,
,,3.057073098030609,,,,,,,,2.772283340119313,,,,,,,,,,,,,,,,,,3.869634274057169,
,,3.050360856451122,,,,,,,,2.770753353576283,,,,,,,,,,,,,,,,,,3.8793426108154,
,,3.0452945895483823,,,,,,,,2.7679290559294785,,,,,,,,,,,,,,,,,,3.88874304515617,
,,3.0411260242957265,,,,,,,,2.765325907576364,,,,,,,,,,,,,,,,,,3.905281458266439,
,,3.0347277702595603,,,,,,,,2.7587919971998898,,,,,,,,,,,,,,,,,,3.908756826657742,
,,3.031518772299711,,,,,,,,2.760564051982941,,,,,,,,,,,,,,,,,,3.9116650040276415,
,,3.023086954548273,,,,,,,,2.7575848193928985,,,,,,,,,,,,,,,,,,3.915842395777756,
,,3.021146978819179,,,,,,,,2.7528393678228995,,,,,,,,,,,,,,,,,,3.9250246986323143,
,,3.016344998174604,,,,,,,,2.7532233378501108,,,,,,,,,,,,,,,,,,3.928114006928961,
,,3.0125101552758142,,,,,,,,2.750708898301472,,,,,,,,,,,,,,,,,,3.930676597010515,
,,3.0066485328344243,,,,,,,,2.7474100498392797,,,,,,,,,,,,,,,,,,3.936004279128406,
,,3.003284672429446,,,,,,,,2.747654046057476,,,,,,,,,,,,,,,,,,3.9403255861091377,
,,2.9999770481595296,,,,,,,,2.7451634188959715,,,,,,,,,,,,,,,,,,3.945540266661768,
,,2.9950162901719213,,,,,,,,2.7444262781602933,,,,,,,,,,,,,,,,,,3.948604250131048,
,,2.9935289083511485,,,,,,,,2.743638233731792,,,,,,,,,,,,,,,,,,3.9528379133811535,
,,2.9870157854813435,,,,,,,,2.7357825755483582,,,,,,,,,,,,,,,,,,3.9562747988329536,
,,2.982361211175529,,,,,,,,2.737227802960333,,,,,,,,,,,,,,,,,,3.96447609735213,
,,2.982074372700619,,,,,,,,2.735658275476934,,,,,,,,,,,,,,,,,,3.968097771643413,
,,2.977378747371867,,,,,,,,2.733300385280652,,,,,,,,,,,,,,,,,,3.965757266257985,
,,2.9751192807267124,,,,,,,,2.7327770072833277,,,,,,,,,,,,,,,,,,3.9795370986052,
,,2.968965543952065,,,,,,,,2.7312408477915238,,,,,,,,,,,,,,,,,,3.975550315583445,
,,2.964303709815253,,,,,,,,2.7289756891606616,,,,,,,,,,,,,,,,,,3.983387909359926,
,,2.9625703053657144,,,,,,,,2.7307033208745666,,,,,,,,,,,,,,,,,,3.9836121713569934,
,,2.958512500131086,,,,,,,,2.725491615691497,,,,,,,,,,,,,,,,,,3.984256772676711,
,,2.9579228010991008,,,,,,,,2.727338614658313,,,,,,,,,,,,,,,,,,3.983157396021821,
,,2.9530285150365274,,,,,,,,2.722184452933935,,,,,,,,,,,,,,,,,,3.9891051185145807,
,,2.9505756611582377,,,,,,,,2.7203395964925456,,,,,,,,,,,,,,,,,,3.992427795867543,
,,2.9472725211616204,,,,,,,,2.720242186736117,,,,,,,,,,,,,,,,,,3.999246704563664,
,,2.942286688258828,,,,,,,,2.720339890610892,,,,,,,,,,,,,,,,,,3.995990229772844,
,,2.9421858828795706,,,,,,,,2.7203224250501106,,,,,,,,,,,,,,,,,,3.998387383884199,
,,2.940769553331863,,,,,,,,2.720823268513155,,,,,,,,,,,,,,,,,,3.9994808545955474,
,,2.9386815812590683,,,,,,,,2.714426960727045,,,,,,,,,,,,,,,,,,4.008501257973047,
,,2.9318709662287725,,,,,,,,2.715404534664083,,,,,,,,,,,,,,,,,,4.001352400950655,
,,2.9312797789225917,,,,,,,,2.716236761680197,,,,,,,,,,,,,,,,,,4.010207452054961,
,,2.9285200617664087,,,,,,,,2.7134257046637047,,,,,,,,,,,,,,,,,,4.004681786441685,
