"epoch","feasible-lake-90 - _step","feasible-lake-90 - _step__MIN","feasible-lake-90 - _step__MAX","feasible-lake-90 - val_loss","feasible-lake-90 - val_loss__MIN","feasible-lake-90 - val_loss__MAX","laced-dragon-89 - _step","laced-dragon-89 - _step__MIN","laced-dragon-89 - _step__MAX","laced-dragon-89 - val_loss","laced-dragon-89 - val_loss__MIN","laced-dragon-89 - val_loss__MAX","copper-pine-19 - _step","copper-pine-19 - _step__MIN","copper-pine-19 - _step__MAX","copper-pine-19 - val_loss","copper-pine-19 - val_loss__MIN","copper-pine-19 - val_loss__MAX","still-jazz-17 - _step","still-jazz-17 - _step__MIN","still-jazz-17 - _step__MAX","still-jazz-17 - val_loss","still-jazz-17 - val_loss__MIN","still-jazz-17 - val_loss__MAX","electric-sweep-20 - _step","electric-sweep-20 - _step__MIN","electric-sweep-20 - _step__MAX","electric-sweep-20 - val_loss","electric-sweep-20 - val_loss__MIN","electric-sweep-20 - val_loss__MAX","good-sweep-19 - _step","good-sweep-19 - _step__MIN","good-sweep-19 - _step__MAX","good-sweep-19 - val_loss","good-sweep-19 - val_loss__MIN","good-sweep-19 - val_loss__MAX","jumping-sweep-18 - _step","jumping-sweep-18 - _step__MIN","jumping-sweep-18 - _step__MAX","jumping-sweep-18 - val_loss","jumping-sweep-18 - val_loss__MIN","jumping-sweep-18 - val_loss__MAX","graceful-sweep-17 - _step","graceful-sweep-17 - _step__MIN","graceful-sweep-17 - _step__MAX","graceful-sweep-17 - val_loss","graceful-sweep-17 - val_loss__MIN","graceful-sweep-17 - val_loss__MAX","skilled-sweep-16 - _step","skilled-sweep-16 - _step__MIN","skilled-sweep-16 - _step__MAX","skilled-sweep-16 - val_loss","skilled-sweep-16 - val_loss__MIN","skilled-sweep-16 - val_loss__MAX","usual-sweep-15 - _step","usual-sweep-15 - _step__MIN","usual-sweep-15 - _step__MAX","usual-sweep-15 - val_loss","usual-sweep-15 - val_loss__MIN","usual-sweep-15 - val_loss__MAX","cosmic-sweep-14 - _step","cosmic-sweep-14 - _step__MIN","cosmic-sweep-14 - _step__MAX","cosmic-sweep-14 - val_loss","cosmic-sweep-14 - val_loss__MIN","cosmic-sweep-14 - val_loss__MAX","resilient-sweep-13 - _step","resilient-sweep-13 - _step__MIN","resilient-sweep-13 - _step__MAX","resilient-sweep-13 - val_loss","resilient-sweep-13 - val_loss__MIN","resilient-sweep-13 - val_loss__MAX","denim-sweep-12 - _step","denim-sweep-12 - _step__MIN","denim-sweep-12 - _step__MAX","denim-sweep-12 - val_loss","denim-sweep-12 - val_loss__MIN","denim-sweep-12 - val_loss__MAX","earnest-sweep-11 - _step","earnest-sweep-11 - _step__MIN","earnest-sweep-11 - _step__MAX","earnest-sweep-11 - val_loss","earnest-sweep-11 - val_loss__MIN","earnest-sweep-11 - val_loss__MAX","grateful-sweep-10 - _step","grateful-sweep-10 - _step__MIN","grateful-sweep-10 - _step__MAX","grateful-sweep-10 - val_loss","grateful-sweep-10 - val_loss__MIN","grateful-sweep-10 - val_loss__MAX","misunderstood-sweep-9 - _step","misunderstood-sweep-9 - _step__MIN","misunderstood-sweep-9 - _step__MAX","misunderstood-sweep-9 - val_loss","misunderstood-sweep-9 - val_loss__MIN","misunderstood-sweep-9 - val_loss__MAX","brisk-sweep-7 - _step","brisk-sweep-7 - _step__MIN","brisk-sweep-7 - _step__MAX","brisk-sweep-7 - val_loss","brisk-sweep-7 - val_loss__MIN","brisk-sweep-7 - val_loss__MAX","daily-sweep-6 - _step","daily-sweep-6 - _step__MIN","daily-sweep-6 - _step__MAX","daily-sweep-6 - val_loss","daily-sweep-6 - val_loss__MIN","daily-sweep-6 - val_loss__MAX","fresh-sweep-5 - _step","fresh-sweep-5 - _step__MIN","fresh-sweep-5 - _step__MAX","fresh-sweep-5 - val_loss","fresh-sweep-5 - val_loss__MIN","fresh-sweep-5 - val_loss__MAX","expert-sweep-4 - _step","expert-sweep-4 - _step__MIN","expert-sweep-4 - _step__MAX","expert-sweep-4 - val_loss","expert-sweep-4 - val_loss__MIN","expert-sweep-4 - val_loss__MAX","stoic-sweep-3 - _step","stoic-sweep-3 - _step__MIN","stoic-sweep-3 - _step__MAX","stoic-sweep-3 - val_loss","stoic-sweep-3 - val_loss__MIN","stoic-sweep-3 - val_loss__MAX","spring-sweep-2 - _step","spring-sweep-2 - _step__MIN","spring-sweep-2 - _step__MAX","spring-sweep-2 - val_loss","spring-sweep-2 - val_loss__MIN","spring-sweep-2 - val_loss__MAX","comic-sweep-1 - _step","comic-sweep-1 - _step__MIN","comic-sweep-1 - _step__MAX","comic-sweep-1 - val_loss","comic-sweep-1 - val_loss__MIN","comic-sweep-1 - val_loss__MAX","classic-wind-42 - _step","classic-wind-42 - _step__MIN","classic-wind-42 - _step__MAX","classic-wind-42 - val_loss","classic-wind-42 - val_loss__MIN","classic-wind-42 - val_loss__MAX","warm-tree-41 - _step","warm-tree-41 - _step__MIN","warm-tree-41 - _step__MAX","warm-tree-41 - val_loss","warm-tree-41 - val_loss__MIN","warm-tree-41 - val_loss__MAX","lively-grass-33 - _step","lively-grass-33 - _step__MIN","lively-grass-33 - _step__MAX","lively-grass-33 - val_loss","lively-grass-33 - val_loss__MIN","lively-grass-33 - val_loss__MAX","playful-morning-32 - _step","playful-morning-32 - _step__MIN","playful-morning-32 - _step__MAX","playful-morning-32 - val_loss","playful-morning-32 - val_loss__MIN","playful-morning-32 - val_loss__MAX","summer-spaceship-31 - _step","summer-spaceship-31 - _step__MIN","summer-spaceship-31 - _step__MAX","summer-spaceship-31 - val_loss","summer-spaceship-31 - val_loss__MIN","summer-spaceship-31 - val_loss__MAX","solar-glade-30 - _step","solar-glade-30 - _step__MIN","solar-glade-30 - _step__MAX","solar-glade-30 - val_loss","solar-glade-30 - val_loss__MIN","solar-glade-30 - val_loss__MAX","gentle-river-29 - _step","gentle-river-29 - _step__MIN","gentle-river-29 - _step__MAX","gentle-river-29 - val_loss","gentle-river-29 - val_loss__MIN","gentle-river-29 - val_loss__MAX","flowing-gorge-28 - _step","flowing-gorge-28 - _step__MIN","flowing-gorge-28 - _step__MAX","flowing-gorge-28 - val_loss","flowing-gorge-28 - val_loss__MIN","flowing-gorge-28 - val_loss__MAX","hardy-breeze-27 - _step","hardy-breeze-27 - _step__MIN","hardy-breeze-27 - _step__MAX","hardy-breeze-27 - val_loss","hardy-breeze-27 - val_loss__MIN","hardy-breeze-27 - val_loss__MAX","denim-pyramid-26 - _step","denim-pyramid-26 - _step__MIN","denim-pyramid-26 - _step__MAX","denim-pyramid-26 - val_loss","denim-pyramid-26 - val_loss__MIN","denim-pyramid-26 - val_loss__MAX","hopeful-surf-22 - _step","hopeful-surf-22 - _step__MIN","hopeful-surf-22 - _step__MAX","hopeful-surf-22 - val_loss","hopeful-surf-22 - val_loss__MIN","hopeful-surf-22 - val_loss__MAX","crimson-dew-21 - _step","crimson-dew-21 - _step__MIN","crimson-dew-21 - _step__MAX","crimson-dew-21 - val_loss","crimson-dew-21 - val_loss__MIN","crimson-dew-21 - val_loss__MAX","azure-firebrand-20 - _step","azure-firebrand-20 - _step__MIN","azure-firebrand-20 - _step__MAX","azure-firebrand-20 - val_loss","azure-firebrand-20 - val_loss__MIN","azure-firebrand-20 - val_loss__MAX","trim-frog-19 - _step","trim-frog-19 - _step__MIN","trim-frog-19 - _step__MAX","trim-frog-19 - val_loss","trim-frog-19 - val_loss__MIN","trim-frog-19 - val_loss__MAX","prime-surf-16 - _step","prime-surf-16 - _step__MIN","prime-surf-16 - _step__MAX","prime-surf-16 - val_loss","prime-surf-16 - val_loss__MIN","prime-surf-16 - val_loss__MAX"
"23","","","","","","","","","","","","","25","25","25","2.701764636045628","2.701764636045628","2.701764636045628","25","25","25","3.5381144646219034","3.5381144646219034","3.5381144646219034","","","","","","","","","","","","","25","25","25","2.6398644170301364","2.6398644170301364","2.6398644170301364","","","","","","","25","25","25","2.7292535078098217","2.7292535078098217","2.7292535078098217","","","","","","","25","25","25","2.8464628391713824","2.8464628391713824","2.8464628391713824","25","25","25","3.0995302412506973","3.0995302412506973","3.0995302412506973","25","25","25","2.7055787309285884","2.7055787309285884","2.7055787309285884","25","25","25","2.6093479363968406","2.6093479363968406","2.6093479363968406","25","25","25","2.845455077728913","2.845455077728913","2.845455077728913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","2.873218008260644","2.873218008260644","2.873218008260644","","","","","","","","","","","","","25","25","25","2.661853025221854","2.661853025221854","2.661853025221854","","","","","","","25","25","25","2.69638910517557","2.69638910517557","2.69638910517557","","","","","","","25","25","25","2.600579472915399","2.600579472915399","2.600579472915399","","","","","","","47","47","47","3.486755670511053","3.486755670511053","3.486755670511053","","","","","","","47","47","47","2.701613763071381","2.701613763071381","2.701613763071381","","","","","","","25","25","25","2.734028763765163","2.734028763765163","2.734028763765163","","","","","","","48","48","48","3.1135786767353677","3.1135786767353677","3.1135786767353677","","","","","",""
"24","","","","","","","","","","","","","26","26","26","2.7045916732957838","2.7045916732957838","2.7045916732957838","26","26","26","3.516788516852116","3.516788516852116","3.516788516852116","","","","","","","","","","","","","26","26","26","2.6429868999900865","2.6429868999900865","2.6429868999900865","","","","","","","26","26","26","2.7489685853125874","2.7489685853125874","2.7489685853125874","","","","","","","","","","","","","26","26","26","3.0823934717732397","3.0823934717732397","3.0823934717732397","26","26","26","2.7006972593489036","2.7006972593489036","2.7006972593489036","26","26","26","2.602930449142739","2.602930449142739","2.602930449142739","26","26","26","2.86284923789233","2.86284923789233","2.86284923789233","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","2.861096861925349","2.861096861925349","2.861096861925349","","","","","","","","","","","","","26","26","26","2.6694547372636452","2.6694547372636452","2.6694547372636452","","","","","","","26","26","26","2.6869623646305874","2.6869623646305874","2.6869623646305874","","","","","","","26","26","26","2.603938879648918","2.603938879648918","2.603938879648918","","","","","","","49","49","49","3.5456550230209","3.5456550230209","3.5456550230209","","","","","","","49","49","49","2.711636672998093","2.711636672998093","2.711636672998093","","","","","","","26","26","26","2.7273295535734765","2.7273295535734765","2.7273295535734765","","","","","","","50","50","50","3.137960633182408","3.137960633182408","3.137960633182408","","","","","",""
"25","","","","","","","","","","","","","27","27","27","2.7101253478871876","2.7101253478871876","2.7101253478871876","27","27","27","3.494414852929793","3.494414852929793","3.494414852929793","","","","","","","","","","","","","27","27","27","2.6573975336713755","2.6573975336713755","2.6573975336713755","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","3.064006491261448","3.064006491261448","3.064006491261448","27","27","27","2.698314179890825","2.698314179890825","2.698314179890825","27","27","27","2.600826601162829","2.600826601162829","2.600826601162829","27","27","27","2.854649132350172","2.854649132350172","2.854649132350172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","2.856488089921006","2.856488089921006","2.856488089921006","","","","","","","","","","","","","27","27","27","2.682308579552159","2.682308579552159","2.682308579552159","","","","","","","27","27","27","2.6817375756017356","2.6817375756017356","2.6817375756017356","","","","","","","27","27","27","2.6036087496752147","2.6036087496752147","2.6036087496752147","","","","","","","51","51","51","3.582820142685595","3.582820142685595","3.582820142685595","","","","","","","51","51","51","2.7219590173203336","2.7219590173203336","2.7219590173203336","","","","","","","27","27","27","2.722061637600214","2.722061637600214","2.722061637600214","","","","","","","53","53","53","3.172171498405919","3.172171498405919","3.172171498405919","","","","","",""
"26","","","","","","","","","","","","","28","28","28","2.720633601081386","2.720633601081386","2.720633601081386","28","28","28","3.4743313359094343","3.4743313359094343","3.4743313359094343","","","","","","","","","","","","","28","28","28","2.661720031271464","2.661720031271464","2.661720031271464","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","3.0475721883832745","3.0475721883832745","3.0475721883832745","28","28","28","2.693519868131621","2.693519868131621","2.693519868131621","28","28","28","2.595901673744871","2.595901673744871","2.595901673744871","28","28","28","2.856521700751796","2.856521700751796","2.856521700751796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","2.849333947609617","2.849333947609617","2.849333947609617","","","","","","","","","","","","","28","28","28","2.690032111404853","2.690032111404853","2.690032111404853","","","","","","","28","28","28","2.6741056412789965","2.6741056412789965","2.6741056412789965","","","","","","","28","28","28","2.6047176404773564","2.6047176404773564","2.6047176404773564","","","","","","","53","53","53","3.631380703550691","3.631380703550691","3.631380703550691","","","","","","","53","53","53","2.742623490493562","2.742623490493562","2.742623490493562","","","","","","","28","28","28","2.7172309724597907","2.7172309724597907","2.7172309724597907","","","","","","","55","55","55","3.1995411791524426","3.1995411791524426","3.1995411791524426","","","","","",""
"27","","","","","","","","","","","","","29","29","29","2.719756922114765","2.719756922114765","2.719756922114765","29","29","29","3.454366963342919","3.454366963342919","3.454366963342919","","","","","","","","","","","","","29","29","29","2.6687991969812344","2.6687991969812344","2.6687991969812344","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","3.0353752850602085","3.0353752850602085","3.0353752850602085","29","29","29","2.6933198965376772","2.6933198965376772","2.6933198965376772","29","29","29","2.5939857838917133","2.5939857838917133","2.5939857838917133","29","29","29","2.8494181014109308","2.8494181014109308","2.8494181014109308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","2.8417882931099836","2.8417882931099836","2.8417882931099836","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","2.6720922697607166","2.6720922697607166","2.6720922697607166","","","","","","","29","29","29","2.6172675617112735","2.6172675617112735","2.6172675617112735","","","","","","","55","55","55","3.6684077205208907","3.6684077205208907","3.6684077205208907","","","","","","","55","55","55","2.7521153490589","2.7521153490589","2.7521153490589","","","","","","","29","29","29","2.7106437948342452","2.7106437948342452","2.7106437948342452","","","","","","","57","57","57","3.2237881211326798","3.2237881211326798","3.2237881211326798","","","","","",""
"28","","","","","","","","","","","","","30","30","30","2.723666252400289","2.723666252400289","2.723666252400289","30","30","30","3.436380282615407","3.436380282615407","3.436380282615407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","3.021491987890897","3.021491987890897","3.021491987890897","30","30","30","2.6916869255462004","2.6916869255462004","2.6916869255462004","30","30","30","2.5924447923714506","2.5924447923714506","2.5924447923714506","30","30","30","2.8435717253808774","2.8435717253808774","2.8435717253808774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","2.8396826250149383","2.8396826250149383","2.8396826250149383","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","2.664809102623071","2.664809102623071","2.664809102623071","","","","","","","30","30","30","2.621681922284735","2.621681922284735","2.621681922284735","","","","","","","57","57","57","3.7019371255067557","3.7019371255067557","3.7019371255067557","","","","","","","57","57","57","2.764170942345751","2.764170942345751","2.764170942345751","","","","","","","30","30","30","2.710990036373822","2.710990036373822","2.710990036373822","","","","","","","59","59","59","3.247859035345768","3.247859035345768","3.247859035345768","","","","","",""
"29","","","","","","","","","","","","","31","31","31","2.726078366467036","2.726078366467036","2.726078366467036","31","31","31","3.418750622069143","3.418750622069143","3.418750622069143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","3.008452658305504","3.008452658305504","3.008452658305504","31","31","31","2.6892225144083333","2.6892225144083333","2.6892225144083333","31","31","31","2.590571424722377","2.590571424722377","2.590571424722377","31","31","31","2.8431279526652746","2.8431279526652746","2.8431279526652746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","2.8334779415201345","2.8334779415201345","2.8334779415201345","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","2.662047971459048","2.662047971459048","2.662047971459048","","","","","","","31","31","31","2.631104182830486","2.631104182830486","2.631104182830486","","","","","","","59","59","59","3.737917790401023","3.737917790401023","3.737917790401023","","","","","","","59","59","59","2.7776525429544536","2.7776525429544536","2.7776525429544536","","","","","","","31","31","31","2.707581702209963","2.707581702209963","2.707581702209963","","","","","","","61","61","61","3.281287658936603","3.281287658936603","3.281287658936603","","","","","",""
"30","","","","","","","","","","","","","33","33","33","2.7403954422223404","2.7403954422223404","2.7403954422223404","33","33","33","3.4038802407433284","3.4038802407433284","3.4038802407433284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","2.997107544699764","2.997107544699764","2.997107544699764","33","33","33","2.684873472480161","2.684873472480161","2.684873472480161","33","33","33","2.5903690494919296","2.5903690494919296","2.5903690494919296","33","33","33","2.85757964031658","2.85757964031658","2.85757964031658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","2.832886268535562","2.832886268535562","2.832886268535562","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","2.658903161439082","2.658903161439082","2.658903161439082","","","","","","","33","33","33","2.640665156104016","2.640665156104016","2.640665156104016","","","","","","","62","62","62","3.758750979919746","3.758750979919746","3.758750979919746","","","","","","","62","62","62","2.7857022645642613","2.7857022645642613","2.7857022645642613","","","","","","","33","33","33","2.7061286072795854","2.7061286072795854","2.7061286072795854","","","","","","","64","64","64","3.298551455121695","3.298551455121695","3.298551455121695","","","","","",""
"31","","","","","","","","","","","","","34","34","34","2.748018626671639","2.748018626671639","2.748018626671639","34","34","34","3.3854534434447037","3.3854534434447037","3.3854534434447037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","2.98180181104851","2.98180181104851","2.98180181104851","34","34","34","2.6855350619340856","2.6855350619340856","2.6855350619340856","34","34","34","2.5870367263539316","2.5870367263539316","2.5870367263539316","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","2.8253852817125167","2.8253852817125167","2.8253852817125167","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","2.6555351827878444","2.6555351827878444","2.6555351827878444","","","","","","","34","34","34","2.6415318524936264","2.6415318524936264","2.6415318524936264","","","","","","","64","64","64","3.7702121603108343","3.7702121603108343","3.7702121603108343","","","","","","","64","64","64","2.804700638407671","2.804700638407671","2.804700638407671","","","","","","","34","34","34","2.703972673239313","2.703972673239313","2.703972673239313","","","","","","","66","66","66","3.325520195978681","3.325520195978681","3.325520195978681","","","","","",""
"32","","","","","","","","","","","","","35","35","35","2.7543665163301863","2.7543665163301863","2.7543665163301863","35","35","35","3.370713769137049","3.370713769137049","3.370713769137049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","2.968948251090032","2.968948251090032","2.968948251090032","35","35","35","2.6864285103617553","2.6864285103617553","2.6864285103617553","35","35","35","2.5869339859235123","2.5869339859235123","2.5869339859235123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","2.829806900142297","2.829806900142297","2.829806900142297","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","2.653697893262941","2.653697893262941","2.653697893262941","","","","","","","35","35","35","2.6611275609091183","2.6611275609091183","2.6611275609091183","","","","","","","66","66","66","3.803866507186166","3.803866507186166","3.803866507186166","","","","","","","","","","","","","","","","","","","35","35","35","2.698865790302291","2.698865790302291","2.698865790302291","","","","","","","68","68","68","3.35356183812409","3.35356183812409","3.35356183812409","","","","","",""
"33","","","","","","","","","","","","","36","36","36","2.7592487712431013","2.7592487712431013","2.7592487712431013","36","36","36","3.356690746302658","3.356690746302658","3.356690746302658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","2.961355746897543","2.961355746897543","2.961355746897543","36","36","36","2.691784213883031","2.691784213883031","2.691784213883031","36","36","36","2.5930816805996324","2.5930816805996324","2.5930816805996324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","2.8240814468327207","2.8240814468327207","2.8240814468327207","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","2.6528610204736736","2.6528610204736736","2.6528610204736736","","","","","","","36","36","36","2.6624561297068587","2.6624561297068587","2.6624561297068587","","","","","","","68","68","68","3.829322065661394","3.829322065661394","3.829322065661394","","","","","","","","","","","","","","","","","","","36","36","36","2.70184967868555","2.70184967868555","2.70184967868555","","","","","","","70","70","70","3.3748102034862315","3.3748102034862315","3.3748102034862315","","","","","",""
"34","","","","","","","","","","","","","37","37","37","2.7635997535271755","2.7635997535271755","2.7635997535271755","37","37","37","3.341150781280178","3.341150781280178","3.341150781280178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","2.9539133149702264","2.9539133149702264","2.9539133149702264","37","37","37","2.689801864482564","2.689801864482564","2.689801864482564","37","37","37","2.5864986170944384","2.5864986170944384","2.5864986170944384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","2.8237250048681006","2.8237250048681006","2.8237250048681006","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","2.648208566884912","2.648208566884912","2.648208566884912","","","","","","","37","37","37","2.6711093993871855","2.6711093993871855","2.6711093993871855","","","","","","","70","70","70","3.847653865270852","3.847653865270852","3.847653865270852","","","","","","","","","","","","","","","","","","","37","37","37","2.702866039700502","2.702866039700502","2.702866039700502","","","","","","","72","72","72","3.4016119623361027","3.4016119623361027","3.4016119623361027","","","","","",""
"35","","","","","","","","","","","","","38","38","38","2.778928430767083","2.778928430767083","2.778928430767083","38","38","38","3.327935497015162","3.327935497015162","3.327935497015162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","2.940639360284039","2.940639360284039","2.940639360284039","38","38","38","2.6921807856141267","2.6921807856141267","2.6921807856141267","38","38","38","2.589507616347229","2.589507616347229","2.589507616347229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","2.8175999166349546","2.8175999166349546","2.8175999166349546","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","2.650454996248111","2.650454996248111","2.650454996248111","","","","","","","38","38","38","2.6765466195663916","2.6765466195663916","2.6765466195663916","","","","","","","72","72","72","3.8716652975515795","3.8716652975515795","3.8716652975515795","","","","","","","","","","","","","","","","","","","38","38","38","2.6987316758729913","2.6987316758729913","2.6987316758729913","","","","","","","75","75","75","3.4337686826331066","3.4337686826331066","3.4337686826331066","","","","","",""
"36","","","","","","","","","","","","","39","39","39","2.785103173132143","2.785103173132143","2.785103173132143","39","39","39","3.315238220582639","3.315238220582639","3.315238220582639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","2.930787922278028","2.930787922278028","2.930787922278028","39","39","39","2.6928829362866904","2.6928829362866904","2.6928829362866904","39","39","39","2.5922746687795972","2.5922746687795972","2.5922746687795972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","2.8097638541600025","2.8097638541600025","2.8097638541600025","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","2.646897968461988","2.646897968461988","2.646897968461988","","","","","","","39","39","39","2.690144374048843","2.690144374048843","2.690144374048843","","","","","","","74","74","74","3.887388183433432","3.887388183433432","3.887388183433432","","","","","","","","","","","","","2","2","2","2.6984809785897124","2.6984809785897124","2.6984809785897124","39","39","39","2.6984809785897124","2.6984809785897124","2.6984809785897124","","","","","","","77","77","77","3.4600184892105084","3.4600184892105084","3.4600184892105084","","","","","",""
"37","","","","","","","","","","","","","40","40","40","2.7936082634849217","2.7936082634849217","2.7936082634849217","40","40","40","3.303028996706893","3.303028996706893","3.303028996706893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","2.9214458241598273","2.9214458241598273","2.9214458241598273","40","40","40","2.696571384873172","2.696571384873172","2.696571384873172","40","40","40","2.5885149415844895","2.5885149415844895","2.5885149415844895","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","2.8173934066546127","2.8173934066546127","2.8173934066546127","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","2.6426472946798847","2.6426472946798847","2.6426472946798847","","","","","","","40","40","40","2.705466588301378","2.705466588301378","2.705466588301378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","2.7012089315539383","2.7012089315539383","2.7012089315539383","","","","","","","79","79","79","3.4875689484132972","3.4875689484132972","3.4875689484132972","","","","","",""
"38","","","","","","","","","","","","","41","41","41","2.8040083665930298","2.8040083665930298","2.8040083665930298","41","41","41","3.291280340942081","3.291280340942081","3.291280340942081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","2.9146182021340277","2.9146182021340277","2.9146182021340277","41","41","41","2.6960616341627426","2.6960616341627426","2.6960616341627426","41","41","41","2.5883546529800547","2.5883546529800547","2.5883546529800547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","2.810485153764081","2.810485153764081","2.810485153764081","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","2.6484864839664644","2.6484864839664644","2.6484864839664644","","","","","","","41","41","41","2.7177845619137266","2.7177845619137266","2.7177845619137266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","2.702356264234621","2.702356264234621","2.702356264234621","","","","","","","81","81","81","3.5070658908933585","3.5070658908933585","3.5070658908933585","","","","","",""
"39","","","","","","","","","","","","","","","","","","","42","42","42","3.2782937593306833","3.2782937593306833","3.2782937593306833","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","2.903803067979471","2.903803067979471","2.903803067979471","42","42","42","2.701985316753977","2.701985316753977","2.701985316753977","42","42","42","2.5890167269335396","2.5890167269335396","2.5890167269335396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","2.8128662710578833","2.8128662710578833","2.8128662710578833","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","2.646240444206926","2.646240444206926","2.646240444206926","","","","","","","42","42","42","2.7294216440761736","2.7294216440761736","2.7294216440761736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","2.703320378868188","2.703320378868188","2.703320378868188","","","","","","","83","83","83","3.5203841766998707","3.5203841766998707","3.5203841766998707","","","","","",""
"40","","","","","","","","","","","","","","","","","","","44","44","44","3.2632755437504377","3.2632755437504377","3.2632755437504377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","2.8983422410208157","2.8983422410208157","2.8983422410208157","44","44","44","2.7043850018155884","2.7043850018155884","2.7043850018155884","44","44","44","2.595362432218158","2.595362432218158","2.595362432218158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","2.812857787600259","2.812857787600259","2.812857787600259","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","2.6430863803632474","2.6430863803632474","2.6430863803632474","","","","","","","44","44","44","2.749151727204979","2.749151727204979","2.749151727204979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","2.7057794776039454","2.7057794776039454","2.7057794776039454","","","","","","","86","86","86","3.560786064534606","3.560786064534606","3.560786064534606","","","","","",""
