"epoch","feasible-lake-90 - _step","feasible-lake-90 - _step__MIN","feasible-lake-90 - _step__MAX","feasible-lake-90 - val_loss","feasible-lake-90 - val_loss__MIN","feasible-lake-90 - val_loss__MAX","laced-dragon-89 - _step","laced-dragon-89 - _step__MIN","laced-dragon-89 - _step__MAX","laced-dragon-89 - val_loss","laced-dragon-89 - val_loss__MIN","laced-dragon-89 - val_loss__MAX","copper-pine-19 - _step","copper-pine-19 - _step__MIN","copper-pine-19 - _step__MAX","copper-pine-19 - val_loss","copper-pine-19 - val_loss__MIN","copper-pine-19 - val_loss__MAX","still-jazz-17 - _step","still-jazz-17 - _step__MIN","still-jazz-17 - _step__MAX","still-jazz-17 - val_loss","still-jazz-17 - val_loss__MIN","still-jazz-17 - val_loss__MAX","electric-sweep-20 - _step","electric-sweep-20 - _step__MIN","electric-sweep-20 - _step__MAX","electric-sweep-20 - val_loss","electric-sweep-20 - val_loss__MIN","electric-sweep-20 - val_loss__MAX","good-sweep-19 - _step","good-sweep-19 - _step__MIN","good-sweep-19 - _step__MAX","good-sweep-19 - val_loss","good-sweep-19 - val_loss__MIN","good-sweep-19 - val_loss__MAX","jumping-sweep-18 - _step","jumping-sweep-18 - _step__MIN","jumping-sweep-18 - _step__MAX","jumping-sweep-18 - val_loss","jumping-sweep-18 - val_loss__MIN","jumping-sweep-18 - val_loss__MAX","graceful-sweep-17 - _step","graceful-sweep-17 - _step__MIN","graceful-sweep-17 - _step__MAX","graceful-sweep-17 - val_loss","graceful-sweep-17 - val_loss__MIN","graceful-sweep-17 - val_loss__MAX","skilled-sweep-16 - _step","skilled-sweep-16 - _step__MIN","skilled-sweep-16 - _step__MAX","skilled-sweep-16 - val_loss","skilled-sweep-16 - val_loss__MIN","skilled-sweep-16 - val_loss__MAX","usual-sweep-15 - _step","usual-sweep-15 - _step__MIN","usual-sweep-15 - _step__MAX","usual-sweep-15 - val_loss","usual-sweep-15 - val_loss__MIN","usual-sweep-15 - val_loss__MAX","cosmic-sweep-14 - _step","cosmic-sweep-14 - _step__MIN","cosmic-sweep-14 - _step__MAX","cosmic-sweep-14 - val_loss","cosmic-sweep-14 - val_loss__MIN","cosmic-sweep-14 - val_loss__MAX","resilient-sweep-13 - _step","resilient-sweep-13 - _step__MIN","resilient-sweep-13 - _step__MAX","resilient-sweep-13 - val_loss","resilient-sweep-13 - val_loss__MIN","resilient-sweep-13 - val_loss__MAX","denim-sweep-12 - _step","denim-sweep-12 - _step__MIN","denim-sweep-12 - _step__MAX","denim-sweep-12 - val_loss","denim-sweep-12 - val_loss__MIN","denim-sweep-12 - val_loss__MAX","earnest-sweep-11 - _step","earnest-sweep-11 - _step__MIN","earnest-sweep-11 - _step__MAX","earnest-sweep-11 - val_loss","earnest-sweep-11 - val_loss__MIN","earnest-sweep-11 - val_loss__MAX","grateful-sweep-10 - _step","grateful-sweep-10 - _step__MIN","grateful-sweep-10 - _step__MAX","grateful-sweep-10 - val_loss","grateful-sweep-10 - val_loss__MIN","grateful-sweep-10 - val_loss__MAX","misunderstood-sweep-9 - _step","misunderstood-sweep-9 - _step__MIN","misunderstood-sweep-9 - _step__MAX","misunderstood-sweep-9 - val_loss","misunderstood-sweep-9 - val_loss__MIN","misunderstood-sweep-9 - val_loss__MAX","brisk-sweep-7 - _step","brisk-sweep-7 - _step__MIN","brisk-sweep-7 - _step__MAX","brisk-sweep-7 - val_loss","brisk-sweep-7 - val_loss__MIN","brisk-sweep-7 - val_loss__MAX","daily-sweep-6 - _step","daily-sweep-6 - _step__MIN","daily-sweep-6 - _step__MAX","daily-sweep-6 - val_loss","daily-sweep-6 - val_loss__MIN","daily-sweep-6 - val_loss__MAX","fresh-sweep-5 - _step","fresh-sweep-5 - _step__MIN","fresh-sweep-5 - _step__MAX","fresh-sweep-5 - val_loss","fresh-sweep-5 - val_loss__MIN","fresh-sweep-5 - val_loss__MAX","expert-sweep-4 - _step","expert-sweep-4 - _step__MIN","expert-sweep-4 - _step__MAX","expert-sweep-4 - val_loss","expert-sweep-4 - val_loss__MIN","expert-sweep-4 - val_loss__MAX","stoic-sweep-3 - _step","stoic-sweep-3 - _step__MIN","stoic-sweep-3 - _step__MAX","stoic-sweep-3 - val_loss","stoic-sweep-3 - val_loss__MIN","stoic-sweep-3 - val_loss__MAX","spring-sweep-2 - _step","spring-sweep-2 - _step__MIN","spring-sweep-2 - _step__MAX","spring-sweep-2 - val_loss","spring-sweep-2 - val_loss__MIN","spring-sweep-2 - val_loss__MAX","comic-sweep-1 - _step","comic-sweep-1 - _step__MIN","comic-sweep-1 - _step__MAX","comic-sweep-1 - val_loss","comic-sweep-1 - val_loss__MIN","comic-sweep-1 - val_loss__MAX","classic-wind-42 - _step","classic-wind-42 - _step__MIN","classic-wind-42 - _step__MAX","classic-wind-42 - val_loss","classic-wind-42 - val_loss__MIN","classic-wind-42 - val_loss__MAX","warm-tree-41 - _step","warm-tree-41 - _step__MIN","warm-tree-41 - _step__MAX","warm-tree-41 - val_loss","warm-tree-41 - val_loss__MIN","warm-tree-41 - val_loss__MAX","lively-grass-33 - _step","lively-grass-33 - _step__MIN","lively-grass-33 - _step__MAX","lively-grass-33 - val_loss","lively-grass-33 - val_loss__MIN","lively-grass-33 - val_loss__MAX","playful-morning-32 - _step","playful-morning-32 - _step__MIN","playful-morning-32 - _step__MAX","playful-morning-32 - val_loss","playful-morning-32 - val_loss__MIN","playful-morning-32 - val_loss__MAX","summer-spaceship-31 - _step","summer-spaceship-31 - _step__MIN","summer-spaceship-31 - _step__MAX","summer-spaceship-31 - val_loss","summer-spaceship-31 - val_loss__MIN","summer-spaceship-31 - val_loss__MAX","solar-glade-30 - _step","solar-glade-30 - _step__MIN","solar-glade-30 - _step__MAX","solar-glade-30 - val_loss","solar-glade-30 - val_loss__MIN","solar-glade-30 - val_loss__MAX","gentle-river-29 - _step","gentle-river-29 - _step__MIN","gentle-river-29 - _step__MAX","gentle-river-29 - val_loss","gentle-river-29 - val_loss__MIN","gentle-river-29 - val_loss__MAX","flowing-gorge-28 - _step","flowing-gorge-28 - _step__MIN","flowing-gorge-28 - _step__MAX","flowing-gorge-28 - val_loss","flowing-gorge-28 - val_loss__MIN","flowing-gorge-28 - val_loss__MAX","hardy-breeze-27 - _step","hardy-breeze-27 - _step__MIN","hardy-breeze-27 - _step__MAX","hardy-breeze-27 - val_loss","hardy-breeze-27 - val_loss__MIN","hardy-breeze-27 - val_loss__MAX","denim-pyramid-26 - _step","denim-pyramid-26 - _step__MIN","denim-pyramid-26 - _step__MAX","denim-pyramid-26 - val_loss","denim-pyramid-26 - val_loss__MIN","denim-pyramid-26 - val_loss__MAX","hopeful-surf-22 - _step","hopeful-surf-22 - _step__MIN","hopeful-surf-22 - _step__MAX","hopeful-surf-22 - val_loss","hopeful-surf-22 - val_loss__MIN","hopeful-surf-22 - val_loss__MAX","crimson-dew-21 - _step","crimson-dew-21 - _step__MIN","crimson-dew-21 - _step__MAX","crimson-dew-21 - val_loss","crimson-dew-21 - val_loss__MIN","crimson-dew-21 - val_loss__MAX","azure-firebrand-20 - _step","azure-firebrand-20 - _step__MIN","azure-firebrand-20 - _step__MAX","azure-firebrand-20 - val_loss","azure-firebrand-20 - val_loss__MIN","azure-firebrand-20 - val_loss__MAX","trim-frog-19 - _step","trim-frog-19 - _step__MIN","trim-frog-19 - _step__MAX","trim-frog-19 - val_loss","trim-frog-19 - val_loss__MIN","trim-frog-19 - val_loss__MAX","prime-surf-16 - _step","prime-surf-16 - _step__MIN","prime-surf-16 - _step__MAX","prime-surf-16 - val_loss","prime-surf-16 - val_loss__MIN","prime-surf-16 - val_loss__MAX"
"11","","","","","","","20","20","20","2.3523538529236605","2.3523538529236605","2.3523538529236605","12","12","12","2.7259025461741517","2.7259025461741517","2.7259025461741517","12","12","12","4.01531050555933","4.01531050555933","4.01531050555933","12","12","12","2.7558327440278343","2.7558327440278343","2.7558327440278343","12","12","12","3.085082862226866","3.085082862226866","3.085082862226866","12","12","12","2.647589454250076","2.647589454250076","2.647589454250076","12","12","12","2.7701698233671626","2.7701698233671626","2.7701698233671626","12","12","12","2.6176276825856513","2.6176276825856513","2.6176276825856513","12","12","12","2.7243503970180365","2.7243503970180365","2.7243503970180365","12","12","12","2.806234651501895","2.806234651501895","2.806234651501895","12","12","12","3.4374772968928804","3.4374772968928804","3.4374772968928804","12","12","12","2.895849801995993","2.895849801995993","2.895849801995993","12","12","12","2.7525355983870874","2.7525355983870874","2.7525355983870874","12","12","12","2.8704857077675197","2.8704857077675197","2.8704857077675197","12","12","12","3.678213554495492","3.678213554495492","3.678213554495492","12","12","12","3.0309861139549756","3.0309861139549756","3.0309861139549756","12","12","12","2.611479086103781","2.611479086103781","2.611479086103781","12","12","12","2.5979655864654276","2.5979655864654276","2.5979655864654276","12","12","12","3.095057334239757","3.095057334239757","3.095057334239757","12","12","12","3.055284284395989","3.055284284395989","3.055284284395989","12","12","12","3.06934197665145","3.06934197665145","3.06934197665145","12","12","12","2.914262348995515","2.914262348995515","2.914262348995515","","","","","","","12","12","12","2.6292464594611133","2.6292464594611133","2.6292464594611133","","","","","","","12","12","12","2.8996703916486024","2.8996703916486024","2.8996703916486024","","","","","","","12","12","12","2.6757248982490416","2.6757248982490416","2.6757248982490416","","","","","","","22","22","22","2.7564703389534007","2.7564703389534007","2.7564703389534007","2","2","2","2.5954009593056897","2.5954009593056897","2.5954009593056897","22","22","22","2.5954009593056897","2.5954009593056897","2.5954009593056897","","","","","","","12","12","12","2.9153195576850504","2.9153195576850504","2.9153195576850504","","","","","","","22","22","22","2.721128265112086","2.721128265112086","2.721128265112086","","","","","",""
"12","","","","","","","22","22","22","2.355978496248699","2.355978496248699","2.355978496248699","13","13","13","2.715354433755203","2.715354433755203","2.715354433755203","13","13","13","3.9561564760243493","3.9561564760243493","3.9561564760243493","13","13","13","2.7605679480195486","2.7605679480195486","2.7605679480195486","13","13","13","3.151028174552399","3.151028174552399","3.151028174552399","13","13","13","2.6347174532481263","2.6347174532481263","2.6347174532481263","13","13","13","2.784934774759526","2.784934774759526","2.784934774759526","13","13","13","2.6157342653781432","2.6157342653781432","2.6157342653781432","13","13","13","2.7409720774486717","2.7409720774486717","2.7409720774486717","13","13","13","2.7985768253340564","2.7985768253340564","2.7985768253340564","13","13","13","3.3969891080160814","3.3969891080160814","3.3969891080160814","13","13","13","2.8660905193192114","2.8660905193192114","2.8660905193192114","13","13","13","2.7334737972217082","2.7334737972217082","2.7334737972217082","13","13","13","2.8601896647911875","2.8601896647911875","2.8601896647911875","13","13","13","3.774041509451471","3.774041509451471","3.774041509451471","13","13","13","3.120753841140804","3.120753841140804","3.120753841140804","13","13","13","2.61420398825326","2.61420398825326","2.61420398825326","13","13","13","2.6082706427839395","2.6082706427839395","2.6082706427839395","13","13","13","3.1581508261606337","3.1581508261606337","3.1581508261606337","13","13","13","3.097952741922348","3.097952741922348","3.097952741922348","13","13","13","3.0450440189894405","3.0450440189894405","3.0450440189894405","13","13","13","2.9310230660644834","2.9310230660644834","2.9310230660644834","","","","","","","13","13","13","2.6246880282577685","2.6246880282577685","2.6246880282577685","","","","","","","13","13","13","2.8667820493134637","2.8667820493134637","2.8667820493134637","","","","","","","13","13","13","2.6628018258438835","2.6628018258438835","2.6628018258438835","","","","","","","24","24","24","2.8228979495488162","2.8228979495488162","2.8228979495488162","","","","","","","24","24","24","2.5976018338522353","2.5976018338522353","2.5976018338522353","","","","","","","13","13","13","2.884977579411529","2.884977579411529","2.884977579411529","","","","","","","24","24","24","2.74722887175929","2.74722887175929","2.74722887175929","","","","","",""
"13","","","","","","","24","24","24","2.359251355158359","2.359251355158359","2.359251355158359","14","14","14","2.708215091078184","2.708215091078184","2.708215091078184","14","14","14","3.9020833049627996","3.9020833049627996","3.9020833049627996","14","14","14","2.7967688285818206","2.7967688285818206","2.7967688285818206","14","14","14","3.2258860885139153","3.2258860885139153","3.2258860885139153","14","14","14","2.625056359322905","2.625056359322905","2.625056359322905","14","14","14","2.804503807473389","2.804503807473389","2.804503807473389","14","14","14","2.6190759107120547","2.6190759107120547","2.6190759107120547","14","14","14","2.7535433574718953","2.7535433574718953","2.7535433574718953","14","14","14","2.795601378559919","2.795601378559919","2.795601378559919","14","14","14","3.3571069956709927","3.3571069956709927","3.3571069956709927","14","14","14","2.843896210414665","2.843896210414665","2.843896210414665","14","14","14","2.7105741931127825","2.7105741931127825","2.7105741931127825","14","14","14","2.860556158058723","2.860556158058723","2.860556158058723","","","","","","","14","14","14","3.22426533787448","3.22426533787448","3.22426533787448","14","14","14","2.6127029614631265","2.6127029614631265","2.6127029614631265","14","14","14","2.620950681759489","2.620950681759489","2.620950681759489","14","14","14","3.2299573613038315","3.2299573613038315","3.2299573613038315","14","14","14","3.1344361900546494","3.1344361900546494","3.1344361900546494","14","14","14","3.0179316823650497","3.0179316823650497","3.0179316823650497","14","14","14","2.942976975175742","2.942976975175742","2.942976975175742","","","","","","","14","14","14","2.6220833763056546","2.6220833763056546","2.6220833763056546","","","","","","","14","14","14","2.8398055664835815","2.8398055664835815","2.8398055664835815","","","","","","","14","14","14","2.641891379588186","2.641891379588186","2.641891379588186","","","","","","","26","26","26","2.890311275501112","2.890311275501112","2.890311275501112","","","","","","","26","26","26","2.6046351073945266","2.6046351073945266","2.6046351073945266","","","","","","","14","14","14","2.867110425668535","2.867110425668535","2.867110425668535","","","","","","","26","26","26","2.776691839927796","2.776691839927796","2.776691839927796","","","","","",""
"14","","","","","","","26","26","26","2.36000228078463","2.36000228078463","2.36000228078463","15","15","15","2.699691254954108","2.699691254954108","2.699691254954108","15","15","15","3.8518438079890567","3.8518438079890567","3.8518438079890567","15","15","15","2.7949257922555666","2.7949257922555666","2.7949257922555666","","","","","","","15","15","15","2.6130672208458297","2.6130672208458297","2.6130672208458297","15","15","15","2.82280016416967","2.82280016416967","2.82280016416967","15","15","15","2.614563422091075","2.614563422091075","2.614563422091075","15","15","15","2.767277250183822","2.767277250183822","2.767277250183822","15","15","15","2.8013353925405533","2.8013353925405533","2.8013353925405533","15","15","15","3.324495519489529","3.324495519489529","3.324495519489529","15","15","15","2.818467084203279","2.818467084203279","2.818467084203279","15","15","15","2.694776734846042","2.694776734846042","2.694776734846042","15","15","15","2.858905516979279","2.858905516979279","2.858905516979279","","","","","","","15","15","15","3.3204198932765587","3.3204198932765587","3.3204198932765587","15","15","15","2.6171024532341693","2.6171024532341693","2.6171024532341693","15","15","15","2.6326424866288494","2.6326424866288494","2.6326424866288494","","","","","","","","","","","","","15","15","15","2.9978912669442344","2.9978912669442344","2.9978912669442344","","","","","","","","","","","","","15","15","15","2.6245203949465004","2.6245203949465004","2.6245203949465004","","","","","","","15","15","15","2.8190220902375738","2.8190220902375738","2.8190220902375738","","","","","","","15","15","15","2.6285964821711","2.6285964821711","2.6285964821711","","","","","","","28","28","28","2.9624916066492935","2.9624916066492935","2.9624916066492935","","","","","","","28","28","28","2.604478432575599","2.604478432575599","2.604478432575599","","","","","","","15","15","15","2.838319424793069","2.838319424793069","2.838319424793069","","","","","","","28","28","28","2.8098874298397485","2.8098874298397485","2.8098874298397485","","","","","",""
"15","","","","","","","28","28","28","2.3680894381931705","2.3680894381931705","2.3680894381931705","16","16","16","2.6939576901081024","2.6939576901081024","2.6939576901081024","16","16","16","3.8056434023070835","3.8056434023070835","3.8056434023070835","","","","","","","","","","","","","16","16","16","2.6097650050527528","2.6097650050527528","2.6097650050527528","","","","","","","16","16","16","2.622080884846238","2.622080884846238","2.622080884846238","","","","","","","16","16","16","2.798746245163775","2.798746245163775","2.798746245163775","16","16","16","3.290620322869941","3.290620322869941","3.290620322869941","16","16","16","2.799918903261239","2.799918903261239","2.799918903261239","16","16","16","2.6799850393137326","2.6799850393137326","2.6799850393137326","16","16","16","2.853623413774375","2.853623413774375","2.853623413774375","","","","","","","","","","","","","16","16","16","2.62405249568529","2.62405249568529","2.62405249568529","16","16","16","2.6460728427240965","2.6460728427240965","2.6460728427240965","","","","","","","","","","","","","16","16","16","2.973828512599648","2.973828512599648","2.973828512599648","","","","","","","","","","","","","16","16","16","2.6211393336283115","2.6211393336283115","2.6211393336283115","","","","","","","16","16","16","2.7988145537075804","2.7988145537075804","2.7988145537075804","","","","","","","16","16","16","2.623735878419072","2.623735878419072","2.623735878419072","","","","","","","30","30","30","3.0495798993705128","3.0495798993705128","3.0495798993705128","","","","","","","30","30","30","2.6113069978086236","2.6113069978086236","2.6113069978086236","","","","","","","16","16","16","2.8242166357665184","2.8242166357665184","2.8242166357665184","","","","","","","31","31","31","2.8363157562331303","2.8363157562331303","2.8363157562331303","","","","","",""
"16","","","","","","","30","30","30","2.373178937066583","2.373178937066583","2.373178937066583","17","17","17","2.6978681125805903","2.6978681125805903","2.6978681125805903","17","17","17","3.7629485159780836","3.7629485159780836","3.7629485159780836","","","","","","","","","","","","","17","17","17","2.6081984629589785","2.6081984629589785","2.6081984629589785","","","","","","","17","17","17","2.6242687086239735","2.6242687086239735","2.6242687086239735","","","","","","","17","17","17","2.801235665202288","2.801235665202288","2.801235665202288","17","17","17","3.258780620890878","3.258780620890878","3.258780620890878","17","17","17","2.7808691161524677","2.7808691161524677","2.7808691161524677","17","17","17","2.6669131498254273","2.6669131498254273","2.6669131498254273","17","17","17","2.8498866743740843","2.8498866743740843","2.8498866743740843","","","","","","","","","","","","","17","17","17","2.6358731190854745","2.6358731190854745","2.6358731190854745","17","17","17","2.6587502729465404","2.6587502729465404","2.6587502729465404","","","","","","","","","","","","","17","17","17","2.9562045010117575","2.9562045010117575","2.9562045010117575","","","","","","","2","2","2","2.6208256779259305","2.6208256779259305","2.6208256779259305","17","17","17","2.6208256779259305","2.6208256779259305","2.6208256779259305","","","","","","","17","17","17","2.7814872161714344","2.7814872161714344","2.7814872161714344","","","","","","","17","17","17","2.6126922501918535","2.6126922501918535","2.6126922501918535","","","","","","","32","32","32","3.1223655827552834","3.1223655827552834","3.1223655827552834","","","","","","","32","32","32","2.6183535983679107","2.6183535983679107","2.6183535983679107","","","","","","","17","17","17","2.804563338441224","2.804563338441224","2.804563338441224","","","","","","","33","33","33","2.871690872720499","2.871690872720499","2.871690872720499","","","","","",""
"17","","","","","","","32","32","32","2.368297823267591","2.368297823267591","2.368297823267591","18","18","18","2.6944559307121967","2.6944559307121967","2.6944559307121967","18","18","18","3.7228868364256305","3.7228868364256305","3.7228868364256305","","","","","","","","","","","","","18","18","18","2.606799311926692","2.606799311926692","2.606799311926692","","","","","","","18","18","18","2.651944174607398","2.651944174607398","2.651944174607398","","","","","","","18","18","18","2.8019406603941666","2.8019406603941666","2.8019406603941666","18","18","18","3.2329978954659406","3.2329978954659406","3.2329978954659406","18","18","18","2.7641172945425745","2.7641172945425745","2.7641172945425745","18","18","18","2.653247392369142","2.653247392369142","2.653247392369142","18","18","18","2.8377827660851778","2.8377827660851778","2.8377827660851778","","","","","","","","","","","","","18","18","18","2.6470763149898042","2.6470763149898042","2.6470763149898042","18","18","18","2.690223172804334","2.690223172804334","2.690223172804334","","","","","","","","","","","","","18","18","18","2.9343348256737105","2.9343348256737105","2.9343348256737105","","","","","","","","","","","","","18","18","18","2.623935739543146","2.623935739543146","2.623935739543146","","","","","","","18","18","18","2.7622197773606874","2.7622197773606874","2.7622197773606874","","","","","","","18","18","18","2.6048489408586795","2.6048489408586795","2.6048489408586795","","","","","","","34","34","34","3.200936990377605","3.200936990377605","3.200936990377605","","","","","","","34","34","34","2.6265767085298264","2.6265767085298264","2.6265767085298264","","","","","","","18","18","18","2.789706962217654","2.789706962217654","2.789706962217654","","","","","","","35","35","35","2.8983607486682414","2.8983607486682414","2.8983607486682414","","","","","",""
"18","","","","","","","34","34","34","2.3776575195965504","2.3776575195965504","2.3776575195965504","19","19","19","2.6899330070787957","2.6899330070787957","2.6899330070787957","19","19","19","3.684815701507078","3.684815701507078","3.684815701507078","","","","","","","","","","","","","19","19","19","2.60901450167775","2.60901450167775","2.60901450167775","","","","","","","19","19","19","2.6535503778823077","2.6535503778823077","2.6535503778823077","","","","","","","19","19","19","2.8120370606704164","2.8120370606704164","2.8120370606704164","19","19","19","3.2057983459736716","3.2057983459736716","3.2057983459736716","19","19","19","2.751914676246596","2.751914676246596","2.751914676246596","19","19","19","2.6435348460052452","2.6435348460052452","2.6435348460052452","19","19","19","2.846926136865604","2.846926136865604","2.846926136865604","","","","","","","","","","","","","19","19","19","2.661640055836794","2.661640055836794","2.661640055836794","19","19","19","2.709019138138138","2.709019138138138","2.709019138138138","","","","","","","","","","","","","19","19","19","2.92022773803975","2.92022773803975","2.92022773803975","","","","","","","","","","","","","19","19","19","2.625007446675719","2.625007446675719","2.625007446675719","","","","","","","19","19","19","2.748272252171237","2.748272252171237","2.748272252171237","","","","","","","19","19","19","2.6048048740581984","2.6048048740581984","2.6048048740581984","","","","","","","36","36","36","3.2360257677493447","3.2360257677493447","3.2360257677493447","","","","","","","36","36","36","2.638146635752844","2.638146635752844","2.638146635752844","","","","","","","19","19","19","2.7747525408477216","2.7747525408477216","2.7747525408477216","","","","","","","37","37","37","2.943288115842086","2.943288115842086","2.943288115842086","","","","","",""
"19","","","","","","","36","36","36","2.383894894397213","2.383894894397213","2.383894894397213","20","20","20","2.6974231710540053","2.6974231710540053","2.6974231710540053","20","20","20","3.6518608112123014","3.6518608112123014","3.6518608112123014","","","","","","","","","","","","","20","20","20","2.614223403011176","2.614223403011176","2.614223403011176","","","","","","","20","20","20","2.657614830545206","2.657614830545206","2.657614830545206","","","","","","","20","20","20","2.8218193790968624","2.8218193790968624","2.8218193790968624","20","20","20","3.185225207372413","3.185225207372413","3.185225207372413","20","20","20","2.7398834788460373","2.7398834788460373","2.7398834788460373","20","20","20","2.6350753174724035","2.6350753174724035","2.6350753174724035","20","20","20","2.833474027801061","2.833474027801061","2.833474027801061","","","","","","","","","","","","","20","20","20","2.677528905927472","2.677528905927472","2.677528905927472","20","20","20","2.7247204167586467","2.7247204167586467","2.7247204167586467","","","","","","","","","","","","","20","20","20","2.915498640392855","2.915498640392855","2.915498640392855","","","","","","","","","","","","","20","20","20","2.6317444448860083","2.6317444448860083","2.6317444448860083","","","","","","","20","20","20","2.736223930481485","2.736223930481485","2.736223930481485","","","","","","","20","20","20","2.6014820575336524","2.6014820575336524","2.6014820575336524","","","","","","","38","38","38","3.299945163724965","3.299945163724965","3.299945163724965","","","","","","","38","38","38","2.6499414353901405","2.6499414353901405","2.6499414353901405","","","","","","","20","20","20","2.766524514102818","2.766524514102818","2.766524514102818","","","","","","","39","39","39","2.975648334206108","2.975648334206108","2.975648334206108","","","","","",""
"20","","","","","","","38","38","38","2.389610163141021","2.389610163141021","2.389610163141021","22","22","22","2.6920803975410603","2.6920803975410603","2.6920803975410603","22","22","22","3.6190202038721337","3.6190202038721337","3.6190202038721337","","","","","","","","","","","","","22","22","22","2.6175272131732426","2.6175272131732426","2.6175272131732426","","","","","","","22","22","22","2.6742670916214273","2.6742670916214273","2.6742670916214273","","","","","","","22","22","22","2.823131231206604","2.823131231206604","2.823131231206604","22","22","22","3.1618452243074056","3.1618452243074056","3.1618452243074056","22","22","22","2.7285413152649904","2.7285413152649904","2.7285413152649904","22","22","22","2.6273760082400477","2.6273760082400477","2.6273760082400477","22","22","22","2.8323569834158655","2.8323569834158655","2.8323569834158655","","","","","","","","","","","","","22","22","22","2.6882948126869533","2.6882948126869533","2.6882948126869533","22","22","22","2.7520501828753607","2.7520501828753607","2.7520501828753607","","","","","","","","","","","","","22","22","22","2.9034664969803816","2.9034664969803816","2.9034664969803816","","","","","","","","","","","","","22","22","22","2.6368314692352257","2.6368314692352257","2.6368314692352257","","","","","","","22","22","22","2.725248900273232","2.725248900273232","2.725248900273232","","","","","","","22","22","22","2.5960821248285164","2.5960821248285164","2.5960821248285164","","","","","","","41","41","41","3.3553545600208436","3.3553545600208436","3.3553545600208436","","","","","","","41","41","41","2.664909883973579","2.664909883973579","2.664909883973579","","","","","","","22","22","22","2.7573510377457175","2.7573510377457175","2.7573510377457175","","","","","","","42","42","42","2.999082860015379","2.999082860015379","2.999082860015379","","","","","",""
"21","","","","","","","","","","","","","23","23","23","2.696186855490629","2.696186855490629","2.696186855490629","23","23","23","3.590475953553604","3.590475953553604","3.590475953553604","","","","","","","","","","","","","23","23","23","2.6207829671088785","2.6207829671088785","2.6207829671088785","","","","","","","23","23","23","2.692830861425223","2.692830861425223","2.692830861425223","","","","","","","23","23","23","2.8298283837486995","2.8298283837486995","2.8298283837486995","23","23","23","3.139113249383839","3.139113249383839","3.139113249383839","23","23","23","2.7203608360809213","2.7203608360809213","2.7203608360809213","23","23","23","2.6215685436545844","2.6215685436545844","2.6215685436545844","23","23","23","2.8372943380707127","2.8372943380707127","2.8372943380707127","","","","","","","","","","","","","23","23","23","2.715269974047233","2.715269974047233","2.715269974047233","","","","","","","","","","","","","","","","","","","23","23","23","2.8881516715946836","2.8881516715946836","2.8881516715946836","","","","","","","","","","","","","23","23","23","2.6436166303561555","2.6436166303561555","2.6436166303561555","","","","","","","23","23","23","2.7119158295677384","2.7119158295677384","2.7119158295677384","","","","","","","23","23","23","2.59744110982687","2.59744110982687","2.59744110982687","","","","","","","43","43","43","3.402333384738805","3.402333384738805","3.402333384738805","","","","","","","43","43","43","2.678666497017294","2.678666497017294","2.678666497017294","","","","","","","23","23","23","2.7478857323324726","2.7478857323324726","2.7478857323324726","","","","","","","44","44","44","3.0471955536322484","3.0471955536322484","3.0471955536322484","","","","","",""
"22","","","","","","","","","","","","","24","24","24","2.7010859441108845","2.7010859441108845","2.7010859441108845","24","24","24","3.5651139488031602","3.5651139488031602","3.5651139488031602","","","","","","","","","","","","","24","24","24","2.6321948809441","2.6321948809441","2.6321948809441","","","","","","","24","24","24","2.699744667788813","2.699744667788813","2.699744667788813","","","","","","","24","24","24","2.84565690657117","2.84565690657117","2.84565690657117","24","24","24","3.11764519058435","3.11764519058435","3.11764519058435","24","24","24","2.7153585808828233","2.7153585808828233","2.7153585808828233","24","24","24","2.614840305927215","2.614840305927215","2.614840305927215","24","24","24","2.8367793999142643","2.8367793999142643","2.8367793999142643","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","2.8836622839363013","2.8836622839363013","2.8836622839363013","","","","","","","","","","","","","24","24","24","2.654684407454633","2.654684407454633","2.654684407454633","","","","","","","24","24","24","2.7047489305361827","2.7047489305361827","2.7047489305361827","2","2","2","2.59584010487961","2.59584010487961","2.59584010487961","24","24","24","2.59584010487961","2.59584010487961","2.59584010487961","","","","","","","45","45","45","3.4387199439724685","3.4387199439724685","3.4387199439724685","","","","","","","45","45","45","2.6928123177798162","2.6928123177798162","2.6928123177798162","","","","","","","24","24","24","2.7390622444294292","2.7390622444294292","2.7390622444294292","","","","","","","46","46","46","3.077273438386481","3.077273438386481","3.077273438386481","","","","","",""
