"epoch","gentle-dawn-101 - _step","gentle-dawn-101 - _step__MIN","gentle-dawn-101 - _step__MAX","gentle-dawn-101 - val_loss","gentle-dawn-101 - val_loss__MIN","gentle-dawn-101 - val_loss__MAX","azure-sea-100 - _step","azure-sea-100 - _step__MIN","azure-sea-100 - _step__MAX","azure-sea-100 - val_loss","azure-sea-100 - val_loss__MIN","azure-sea-100 - val_loss__MAX","dashing-waterfall-97 - _step","dashing-waterfall-97 - _step__MIN","dashing-waterfall-97 - _step__MAX","dashing-waterfall-97 - val_loss","dashing-waterfall-97 - val_loss__MIN","dashing-waterfall-97 - val_loss__MAX","lively-darkness-95 - _step","lively-darkness-95 - _step__MIN","lively-darkness-95 - _step__MAX","lively-darkness-95 - val_loss","lively-darkness-95 - val_loss__MIN","lively-darkness-95 - val_loss__MAX","stilted-terrain-94 - _step","stilted-terrain-94 - _step__MIN","stilted-terrain-94 - _step__MAX","stilted-terrain-94 - val_loss","stilted-terrain-94 - val_loss__MIN","stilted-terrain-94 - val_loss__MAX","pious-water-93 - _step","pious-water-93 - _step__MIN","pious-water-93 - _step__MAX","pious-water-93 - val_loss","pious-water-93 - val_loss__MIN","pious-water-93 - val_loss__MAX","brisk-star-92 - _step","brisk-star-92 - _step__MIN","brisk-star-92 - _step__MAX","brisk-star-92 - val_loss","brisk-star-92 - val_loss__MIN","brisk-star-92 - val_loss__MAX","neapolitan-brulee-87 - _step","neapolitan-brulee-87 - _step__MIN","neapolitan-brulee-87 - _step__MAX","neapolitan-brulee-87 - val_loss","neapolitan-brulee-87 - val_loss__MIN","neapolitan-brulee-87 - val_loss__MAX","kind-yogurt-86 - _step","kind-yogurt-86 - _step__MIN","kind-yogurt-86 - _step__MAX","kind-yogurt-86 - val_loss","kind-yogurt-86 - val_loss__MIN","kind-yogurt-86 - val_loss__MAX","dandy-brook-84 - _step","dandy-brook-84 - _step__MIN","dandy-brook-84 - _step__MAX","dandy-brook-84 - val_loss","dandy-brook-84 - val_loss__MIN","dandy-brook-84 - val_loss__MAX","eternal-galaxy-81 - _step","eternal-galaxy-81 - _step__MIN","eternal-galaxy-81 - _step__MAX","eternal-galaxy-81 - val_loss","eternal-galaxy-81 - val_loss__MIN","eternal-galaxy-81 - val_loss__MAX","logical-durian-80 - _step","logical-durian-80 - _step__MIN","logical-durian-80 - _step__MAX","logical-durian-80 - val_loss","logical-durian-80 - val_loss__MIN","logical-durian-80 - val_loss__MAX","vocal-mountain-76 - _step","vocal-mountain-76 - _step__MIN","vocal-mountain-76 - _step__MAX","vocal-mountain-76 - val_loss","vocal-mountain-76 - val_loss__MIN","vocal-mountain-76 - val_loss__MAX","noble-sweep-30 - _step","noble-sweep-30 - _step__MIN","noble-sweep-30 - _step__MAX","noble-sweep-30 - val_loss","noble-sweep-30 - val_loss__MIN","noble-sweep-30 - val_loss__MAX","kind-sweep-29 - _step","kind-sweep-29 - _step__MIN","kind-sweep-29 - _step__MAX","kind-sweep-29 - val_loss","kind-sweep-29 - val_loss__MIN","kind-sweep-29 - val_loss__MAX","legendary-sweep-28 - _step","legendary-sweep-28 - _step__MIN","legendary-sweep-28 - _step__MAX","legendary-sweep-28 - val_loss","legendary-sweep-28 - val_loss__MIN","legendary-sweep-28 - val_loss__MAX","divine-sweep-27 - _step","divine-sweep-27 - _step__MIN","divine-sweep-27 - _step__MAX","divine-sweep-27 - val_loss","divine-sweep-27 - val_loss__MIN","divine-sweep-27 - val_loss__MAX","chocolate-sweep-26 - _step","chocolate-sweep-26 - _step__MIN","chocolate-sweep-26 - _step__MAX","chocolate-sweep-26 - val_loss","chocolate-sweep-26 - val_loss__MIN","chocolate-sweep-26 - val_loss__MAX","jumping-sweep-25 - _step","jumping-sweep-25 - _step__MIN","jumping-sweep-25 - _step__MAX","jumping-sweep-25 - val_loss","jumping-sweep-25 - val_loss__MIN","jumping-sweep-25 - val_loss__MAX","bright-sweep-24 - _step","bright-sweep-24 - _step__MIN","bright-sweep-24 - _step__MAX","bright-sweep-24 - val_loss","bright-sweep-24 - val_loss__MIN","bright-sweep-24 - val_loss__MAX","faithful-sweep-23 - _step","faithful-sweep-23 - _step__MIN","faithful-sweep-23 - _step__MAX","faithful-sweep-23 - val_loss","faithful-sweep-23 - val_loss__MIN","faithful-sweep-23 - val_loss__MAX","azure-sweep-22 - _step","azure-sweep-22 - _step__MIN","azure-sweep-22 - _step__MAX","azure-sweep-22 - val_loss","azure-sweep-22 - val_loss__MIN","azure-sweep-22 - val_loss__MAX","denim-sweep-21 - _step","denim-sweep-21 - _step__MIN","denim-sweep-21 - _step__MAX","denim-sweep-21 - val_loss","denim-sweep-21 - val_loss__MIN","denim-sweep-21 - val_loss__MAX","sweet-sweep-20 - _step","sweet-sweep-20 - _step__MIN","sweet-sweep-20 - _step__MAX","sweet-sweep-20 - val_loss","sweet-sweep-20 - val_loss__MIN","sweet-sweep-20 - val_loss__MAX","crimson-sweep-19 - _step","crimson-sweep-19 - _step__MIN","crimson-sweep-19 - _step__MAX","crimson-sweep-19 - val_loss","crimson-sweep-19 - val_loss__MIN","crimson-sweep-19 - val_loss__MAX","different-sweep-18 - _step","different-sweep-18 - _step__MIN","different-sweep-18 - _step__MAX","different-sweep-18 - val_loss","different-sweep-18 - val_loss__MIN","different-sweep-18 - val_loss__MAX","flowing-sweep-17 - _step","flowing-sweep-17 - _step__MIN","flowing-sweep-17 - _step__MAX","flowing-sweep-17 - val_loss","flowing-sweep-17 - val_loss__MIN","flowing-sweep-17 - val_loss__MAX","unique-sweep-16 - _step","unique-sweep-16 - _step__MIN","unique-sweep-16 - _step__MAX","unique-sweep-16 - val_loss","unique-sweep-16 - val_loss__MIN","unique-sweep-16 - val_loss__MAX","good-sweep-15 - _step","good-sweep-15 - _step__MIN","good-sweep-15 - _step__MAX","good-sweep-15 - val_loss","good-sweep-15 - val_loss__MIN","good-sweep-15 - val_loss__MAX","misunderstood-sweep-14 - _step","misunderstood-sweep-14 - _step__MIN","misunderstood-sweep-14 - _step__MAX","misunderstood-sweep-14 - val_loss","misunderstood-sweep-14 - val_loss__MIN","misunderstood-sweep-14 - val_loss__MAX","desert-sweep-13 - _step","desert-sweep-13 - _step__MIN","desert-sweep-13 - _step__MAX","desert-sweep-13 - val_loss","desert-sweep-13 - val_loss__MIN","desert-sweep-13 - val_loss__MAX","dulcet-sweep-12 - _step","dulcet-sweep-12 - _step__MIN","dulcet-sweep-12 - _step__MAX","dulcet-sweep-12 - val_loss","dulcet-sweep-12 - val_loss__MIN","dulcet-sweep-12 - val_loss__MAX","chocolate-sweep-11 - _step","chocolate-sweep-11 - _step__MIN","chocolate-sweep-11 - _step__MAX","chocolate-sweep-11 - val_loss","chocolate-sweep-11 - val_loss__MIN","chocolate-sweep-11 - val_loss__MAX","vague-sweep-10 - _step","vague-sweep-10 - _step__MIN","vague-sweep-10 - _step__MAX","vague-sweep-10 - val_loss","vague-sweep-10 - val_loss__MIN","vague-sweep-10 - val_loss__MAX","flowing-sweep-9 - _step","flowing-sweep-9 - _step__MIN","flowing-sweep-9 - _step__MAX","flowing-sweep-9 - val_loss","flowing-sweep-9 - val_loss__MIN","flowing-sweep-9 - val_loss__MAX","generous-sweep-8 - _step","generous-sweep-8 - _step__MIN","generous-sweep-8 - _step__MAX","generous-sweep-8 - val_loss","generous-sweep-8 - val_loss__MIN","generous-sweep-8 - val_loss__MAX","skilled-sweep-7 - _step","skilled-sweep-7 - _step__MIN","skilled-sweep-7 - _step__MAX","skilled-sweep-7 - val_loss","skilled-sweep-7 - val_loss__MIN","skilled-sweep-7 - val_loss__MAX","icy-sweep-6 - _step","icy-sweep-6 - _step__MIN","icy-sweep-6 - _step__MAX","icy-sweep-6 - val_loss","icy-sweep-6 - val_loss__MIN","icy-sweep-6 - val_loss__MAX","autumn-sweep-5 - _step","autumn-sweep-5 - _step__MIN","autumn-sweep-5 - _step__MAX","autumn-sweep-5 - val_loss","autumn-sweep-5 - val_loss__MIN","autumn-sweep-5 - val_loss__MAX","helpful-sweep-4 - _step","helpful-sweep-4 - _step__MIN","helpful-sweep-4 - _step__MAX","helpful-sweep-4 - val_loss","helpful-sweep-4 - val_loss__MIN","helpful-sweep-4 - val_loss__MAX","leafy-sweep-3 - _step","leafy-sweep-3 - _step__MIN","leafy-sweep-3 - _step__MAX","leafy-sweep-3 - val_loss","leafy-sweep-3 - val_loss__MIN","leafy-sweep-3 - val_loss__MAX","effortless-sweep-2 - _step","effortless-sweep-2 - _step__MIN","effortless-sweep-2 - _step__MAX","effortless-sweep-2 - val_loss","effortless-sweep-2 - val_loss__MIN","effortless-sweep-2 - val_loss__MAX","honest-sweep-1 - _step","honest-sweep-1 - _step__MIN","honest-sweep-1 - _step__MAX","honest-sweep-1 - val_loss","honest-sweep-1 - val_loss__MIN","honest-sweep-1 - val_loss__MAX","quiet-sea-42 - _step","quiet-sea-42 - _step__MIN","quiet-sea-42 - _step__MAX","quiet-sea-42 - val_loss","quiet-sea-42 - val_loss__MIN","quiet-sea-42 - val_loss__MAX","glad-wind-41 - _step","glad-wind-41 - _step__MIN","glad-wind-41 - _step__MAX","glad-wind-41 - val_loss","glad-wind-41 - val_loss__MIN","glad-wind-41 - val_loss__MAX","dauntless-dew-35 - _step","dauntless-dew-35 - _step__MIN","dauntless-dew-35 - _step__MAX","dauntless-dew-35 - val_loss","dauntless-dew-35 - val_loss__MIN","dauntless-dew-35 - val_loss__MAX","firm-durian-31 - _step","firm-durian-31 - _step__MIN","firm-durian-31 - _step__MAX","firm-durian-31 - val_loss","firm-durian-31 - val_loss__MIN","firm-durian-31 - val_loss__MAX","resilient-cosmos-29 - _step","resilient-cosmos-29 - _step__MIN","resilient-cosmos-29 - _step__MAX","resilient-cosmos-29 - val_loss","resilient-cosmos-29 - val_loss__MIN","resilient-cosmos-29 - val_loss__MAX","frosty-blaze-28 - _step","frosty-blaze-28 - _step__MIN","frosty-blaze-28 - _step__MAX","frosty-blaze-28 - val_loss","frosty-blaze-28 - val_loss__MIN","frosty-blaze-28 - val_loss__MAX","usual-deluge-27 - _step","usual-deluge-27 - _step__MIN","usual-deluge-27 - _step__MAX","usual-deluge-27 - val_loss","usual-deluge-27 - val_loss__MIN","usual-deluge-27 - val_loss__MAX","classic-bee-26 - _step","classic-bee-26 - _step__MIN","classic-bee-26 - _step__MAX","classic-bee-26 - val_loss","classic-bee-26 - val_loss__MIN","classic-bee-26 - val_loss__MAX","atomic-voice-25 - _step","atomic-voice-25 - _step__MIN","atomic-voice-25 - _step__MAX","atomic-voice-25 - val_loss","atomic-voice-25 - val_loss__MIN","atomic-voice-25 - val_loss__MAX","breezy-sun-24 - _step","breezy-sun-24 - _step__MIN","breezy-sun-24 - _step__MAX","breezy-sun-24 - val_loss","breezy-sun-24 - val_loss__MIN","breezy-sun-24 - val_loss__MAX","driven-glitter-23 - _step","driven-glitter-23 - _step__MIN","driven-glitter-23 - _step__MAX","driven-glitter-23 - val_loss","driven-glitter-23 - val_loss__MIN","driven-glitter-23 - val_loss__MAX","wobbly-elevator-22 - _step","wobbly-elevator-22 - _step__MIN","wobbly-elevator-22 - _step__MAX","wobbly-elevator-22 - val_loss","wobbly-elevator-22 - val_loss__MIN","wobbly-elevator-22 - val_loss__MAX"
"1","","","","","","","0","0","0","2.441588999375649","2.441588999375649","2.441588999375649","0","0","0","3.2356766802694596","3.2356766802694596","3.2356766802694596","","","","","","","0","0","0","2.435914803216448","2.435914803216448","2.435914803216448","","","","","","","0","0","0","3.486193020321218","3.486193020321218","3.486193020321218","","","","","","","","","","","","","1","1","1","2.6610841573536113","2.6610841573536113","2.6610841573536113","","","","","","","1","1","1","2.7877711752839374","2.7877711752839374","2.7877711752839374","1","1","1","2.7805675724274246","2.7805675724274246","2.7805675724274246","0","0","0","2.7881679608473764","2.7881679608473764","2.7881679608473764","0","0","0","4.436753804981122","4.436753804981122","4.436753804981122","0","0","0","4.0632946568368595","4.0632946568368595","4.0632946568368595","0","0","0","3.6554699846348018","3.6554699846348018","3.6554699846348018","0","0","0","4.491422820288288","4.491422820288288","4.491422820288288","0","0","0","3.8419382094586285","3.8419382094586285","3.8419382094586285","0","0","0","3.0463682112380397","3.0463682112380397","3.0463682112380397","0","0","0","2.9433350432064533","2.9433350432064533","2.9433350432064533","0","0","0","2.9167189296705898","2.9167189296705898","2.9167189296705898","0","0","0","2.9162914025412916","2.9162914025412916","2.9162914025412916","0","0","0","3.8822611815157204","3.8822611815157204","3.8822611815157204","0","0","0","2.969928564606854","2.969928564606854","2.969928564606854","0","0","0","3.7760564174299303","3.7760564174299303","3.7760564174299303","0","0","0","3.868880378876273","3.868880378876273","3.868880378876273","0","0","0","3.0470933033696594","3.0470933033696594","3.0470933033696594","0","0","0","4.930195042994115","4.930195042994115","4.930195042994115","0","0","0","2.9865217705028164","2.9865217705028164","2.9865217705028164","0","0","0","2.875407791588073","2.875407791588073","2.875407791588073","0","0","0","3.4718751873570324","3.4718751873570324","3.4718751873570324","0","0","0","2.927084840596637","2.927084840596637","2.927084840596637","0","0","0","3.494022140893257","3.494022140893257","3.494022140893257","0","0","0","3.6841973915385338","3.6841973915385338","3.6841973915385338","0","0","0","2.8616478293582897","2.8616478293582897","2.8616478293582897","0","0","0","3.6315313610210516","3.6315313610210516","3.6315313610210516","0","0","0","3.8706110438227137","3.8706110438227137","3.8706110438227137","0","0","0","3.654403108839255","3.654403108839255","3.654403108839255","0","0","0","3.4233708201126527","3.4233708201126527","3.4233708201126527","0","0","0","3.952772963342588","3.952772963342588","3.952772963342588","0","0","0","2.8160529342705414","2.8160529342705414","2.8160529342705414","0","0","0","3.2888320772725734","3.2888320772725734","3.2888320772725734","","","","","","","0","0","0","2.4610290615849304","2.4610290615849304","2.4610290615849304","","","","","","","0","0","0","2.5564337123752523","2.5564337123752523","2.5564337123752523","","","","","","","0","0","0","3.0471202677697096","3.0471202677697096","3.0471202677697096","","","","","","","0","0","0","2.9184140604342685","2.9184140604342685","2.9184140604342685","","","","","","","1","1","1","3.29561408357046","3.29561408357046","3.29561408357046","","","","","","","1","1","1","3.7416244885153023","3.7416244885153023","3.7416244885153023"
"2","","","","","","","1","1","1","2.2772106866812734","2.2772106866812734","2.2772106866812734","1","1","1","2.909567083474696","2.909567083474696","2.909567083474696","","","","","","","1","1","1","2.280264239036345","2.280264239036345","2.280264239036345","","","","","","","1","1","1","3.1679839178089186","3.1679839178089186","3.1679839178089186","","","","","","","","","","","","","3","3","3","2.4621908363683054","2.4621908363683054","2.4621908363683054","","","","","","","3","3","3","2.6612655207286053","2.6612655207286053","2.6612655207286053","2","2","2","2.664055781568987","2.664055781568987","2.664055781568987","1","1","1","2.643806751165649","2.643806751165649","2.643806751165649","1","1","1","4.1908952733279685","4.1908952733279685","4.1908952733279685","1","1","1","3.787857705408642","3.787857705408642","3.787857705408642","1","1","1","3.3632643242137537","3.3632643242137537","3.3632643242137537","1","1","1","4.2584327910932585","4.2584327910932585","4.2584327910932585","1","1","1","3.591290850078248","3.591290850078248","3.591290850078248","1","1","1","2.800845659984842","2.800845659984842","2.800845659984842","1","1","1","2.811682877133372","2.811682877133372","2.811682877133372","1","1","1","2.8263800286627436","2.8263800286627436","2.8263800286627436","1","1","1","2.7350961744480364","2.7350961744480364","2.7350961744480364","1","1","1","3.639111628376654","3.639111628376654","3.639111628376654","1","1","1","2.841717038685672","2.841717038685672","2.841717038685672","1","1","1","3.493574871617197","3.493574871617197","3.493574871617197","1","1","1","3.6131644232823876","3.6131644232823876","3.6131644232823876","1","1","1","2.8048264360484154","2.8048264360484154","2.8048264360484154","1","1","1","4.891618200044658","4.891618200044658","4.891618200044658","1","1","1","2.7454499167750455","2.7454499167750455","2.7454499167750455","1","1","1","2.6940534487337353","2.6940534487337353","2.6940534487337353","1","1","1","3.177355572709133","3.177355572709133","3.177355572709133","1","1","1","2.6947133045879608","2.6947133045879608","2.6947133045879608","1","1","1","3.193548731708189","3.193548731708189","3.193548731708189","1","1","1","3.425768699480858","3.425768699480858","3.425768699480858","1","1","1","2.704053650142545","2.704053650142545","2.704053650142545","1","1","1","3.343241150310686","3.343241150310686","3.343241150310686","1","1","1","3.652663349870714","3.652663349870714","3.652663349870714","1","1","1","3.367443227936836","3.367443227936836","3.367443227936836","1","1","1","3.1210003573234886","3.1210003573234886","3.1210003573234886","1","1","1","3.7468015944756003","3.7468015944756003","3.7468015944756003","1","1","1","2.6625267464173494","2.6625267464173494","2.6625267464173494","1","1","1","3.0127232905496344","3.0127232905496344","3.0127232905496344","","","","","","","1","1","1","2.3592369390265295","2.3592369390265295","2.3592369390265295","","","","","","","1","1","1","2.3954214479168647","2.3954214479168647","2.3954214479168647","","","","","","","2","2","2","2.7864860927997634","2.7864860927997634","2.7864860927997634","","","","","","","2","2","2","2.6693731248683696","2.6693731248683696","2.6693731248683696","","","","","","","3","3","3","2.9918873900646585","2.9918873900646585","2.9918873900646585","","","","","","","2","2","2","3.4234748873359715","3.4234748873359715","3.4234748873359715"
"3","","","","","","","2","2","2","2.202050886628313","2.202050886628313","2.202050886628313","2","2","2","2.7425358312255996","2.7425358312255996","2.7425358312255996","","","","","","","2","2","2","2.2143896281468005","2.2143896281468005","2.2143896281468005","","","","","","","2","2","2","3.0010169810548692","3.0010169810548692","3.0010169810548692","","","","","","","","","","","","","5","5","5","2.371999148752606","2.371999148752606","2.371999148752606","2","2","2","2.6422124214877956","2.6422124214877956","2.6422124214877956","5","5","5","2.6422124214877956","2.6422124214877956","2.6422124214877956","3","3","3","2.629137398135423","2.629137398135423","2.629137398135423","2","2","2","2.6104421232029096","2.6104421232029096","2.6104421232029096","2","2","2","4.049619671229723","4.049619671229723","4.049619671229723","2","2","2","3.6324512336067403","3.6324512336067403","3.6324512336067403","2","2","2","3.19390749880668","3.19390749880668","3.19390749880668","2","2","2","4.413744110743956","4.413744110743956","4.413744110743956","2","2","2","3.436372286013288","3.436372286013288","3.436372286013288","2","2","2","2.6912133545258157","2.6912133545258157","2.6912133545258157","2","2","2","2.7754854829045836","2.7754854829045836","2.7754854829045836","2","2","2","2.8299610622845877","2.8299610622845877","2.8299610622845877","2","2","2","2.6796498808697518","2.6796498808697518","2.6796498808697518","2","2","2","3.4871372383535024","3.4871372383535024","3.4871372383535024","2","2","2","2.796199292059444","2.796199292059444","2.796199292059444","2","2","2","3.318580300167103","3.318580300167103","3.318580300167103","2","2","2","3.4547093102801556","3.4547093102801556","3.4547093102801556","2","2","2","2.69797251287383","2.69797251287383","2.69797251287383","2","2","2","4.9063578576002005","4.9063578576002005","4.9063578576002005","2","2","2","2.6438666441646066","2.6438666441646066","2.6438666441646066","2","2","2","2.64609845674493","2.64609845674493","2.64609845674493","2","2","2","3.0153939965858743","3.0153939965858743","3.0153939965858743","2","2","2","2.5849977267346764","2.5849977267346764","2.5849977267346764","2","2","2","3.0200759197116507","3.0200759197116507","3.0200759197116507","2","2","2","3.2657329068414716","3.2657329068414716","3.2657329068414716","2","2","2","2.6362853547523737","2.6362853547523737","2.6362853547523737","2","2","2","3.171475045580603","3.171475045580603","3.171475045580603","2","2","2","3.618712629478121","3.618712629478121","3.618712629478121","2","2","2","3.1896052060658326","3.1896052060658326","3.1896052060658326","2","2","2","2.957371963567032","2.957371963567032","2.957371963567032","2","2","2","3.63186832384442","3.63186832384442","3.63186832384442","2","2","2","2.602135554902528","2.602135554902528","2.602135554902528","2","2","2","2.8570957272412127","2.8570957272412127","2.8570957272412127","","","","","","","2","2","2","2.322227554249363","2.322227554249363","2.322227554249363","","","","","","","2","2","2","2.3235704796501606","2.3235704796501606","2.3235704796501606","","","","","","","4","4","4","2.6715722502521153","2.6715722502521153","2.6715722502521153","","","","","","","4","4","4","2.5675294247822045","2.5675294247822045","2.5675294247822045","","","","","","","5","5","5","2.8461014820805968","2.8461014820805968","2.8461014820805968","","","","","","","3","3","3","3.24086163673566","3.24086163673566","3.24086163673566"
"4","","","","","","","3","3","3","2.1585585480225573","2.1585585480225573","2.1585585480225573","3","3","3","2.6362287009118504","2.6362287009118504","2.6362287009118504","","","","","","","3","3","3","2.18666373029265","2.18666373029265","2.18666373029265","","","","","","","3","3","3","2.9085888251641334","2.9085888251641334","2.9085888251641334","","","","","","","","","","","","","7","7","7","2.324860465204439","2.324860465204439","2.324860465204439","","","","","","","7","7","7","2.6577300857249697","2.6577300857249697","2.6577300857249697","4","4","4","2.6502023732178985","2.6502023732178985","2.6502023732178985","3","3","3","2.6290431551462268","2.6290431551462268","2.6290431551462268","3","3","3","3.947994820971228","3.947994820971228","3.947994820971228","3","3","3","3.518859656708112","3.518859656708112","3.518859656708112","3","3","3","3.0776967630757914","3.0776967630757914","3.0776967630757914","3","3","3","4.351652097495603","4.351652097495603","4.351652097495603","3","3","3","3.3229721771924807","3.3229721771924807","3.3229721771924807","3","3","3","2.643097059541873","2.643097059541873","2.643097059541873","3","3","3","2.78165713763997","2.78165713763997","2.78165713763997","3","3","3","2.8885263562343195","2.8885263562343195","2.8885263562343195","3","3","3","2.675048639566961","2.675048639566961","2.675048639566961","3","3","3","3.37179968487508","3.37179968487508","3.37179968487508","3","3","3","2.7654729597683922","2.7654729597683922","2.7654729597683922","3","3","3","3.1938480531826867","3.1938480531826867","3.1938480531826867","3","3","3","3.3367961368613335","3.3367961368613335","3.3367961368613335","3","3","3","2.650065661433737","2.650065661433737","2.650065661433737","3","3","3","4.917922624139887","4.917922624139887","4.917922624139887","3","3","3","2.615522833970155","2.615522833970155","2.615522833970155","3","3","3","2.623826461605836","2.623826461605836","2.623826461605836","3","3","3","2.9056077160735807","2.9056077160735807","2.9056077160735807","3","3","3","2.543109262970103","2.543109262970103","2.543109262970103","3","3","3","2.9141158859451095","2.9141158859451095","2.9141158859451095","3","3","3","3.1517170527374496","3.1517170527374496","3.1517170527374496","3","3","3","2.6127426609848485","2.6127426609848485","2.6127426609848485","3","3","3","3.061841612976867","3.061841612976867","3.061841612976867","3","3","3","3.496245473165861","3.496245473165861","3.496245473165861","3","3","3","3.063808203663051","3.063808203663051","3.063808203663051","3","3","3","2.8507907037235816","2.8507907037235816","2.8507907037235816","3","3","3","3.508090516217625","3.508090516217625","3.508090516217625","3","3","3","2.6174729948858255","2.6174729948858255","2.6174729948858255","3","3","3","2.768720287096308","2.768720287096308","2.768720287096308","","","","","","","3","3","3","2.3006486776282418","2.3006486776282418","2.3006486776282418","","","","","","","3","3","3","2.283015702999477","2.283015702999477","2.283015702999477","","","","","","","6","6","6","2.6096614490855825","2.6096614490855825","2.6096614490855825","","","","","","","6","6","6","2.522145439066881","2.522145439066881","2.522145439066881","","","","","","","7","7","7","2.756986229065974","2.756986229065974","2.756986229065974","","","","","","","4","4","4","3.120288907426026","3.120288907426026","3.120288907426026"
"5","","","","","","","4","4","4","2.1338895110287557","2.1338895110287557","2.1338895110287557","4","4","4","2.566103494415779","2.566103494415779","2.566103494415779","","","","","","","4","4","4","2.1739539881576455","2.1739539881576455","2.1739539881576455","","","","","","","4","4","4","2.8578392863349698","2.8578392863349698","2.8578392863349698","","","","","","","0","0","0","2.298642836206006","2.298642836206006","2.298642836206006","","","","","","","","","","","","","10","10","10","2.679955269829676","2.679955269829676","2.679955269829676","6","6","6","2.6581142709274923","2.6581142709274923","2.6581142709274923","4","4","4","2.6526003282495205","2.6526003282495205","2.6526003282495205","4","4","4","3.8680762785243874","3.8680762785243874","3.8680762785243874","4","4","4","3.430024562506918","3.430024562506918","3.430024562506918","4","4","4","2.989633773809716","2.989633773809716","2.989633773809716","4","4","4","4.266019195592671","4.266019195592671","4.266019195592671","4","4","4","3.2342134477959896","3.2342134477959896","3.2342134477959896","4","4","4","2.6152798943517714","2.6152798943517714","2.6152798943517714","4","4","4","2.798673326656697","2.798673326656697","2.798673326656697","4","4","4","2.9550136681758996","2.9550136681758996","2.9550136681758996","4","4","4","2.6912948914655126","2.6912948914655126","2.6912948914655126","4","4","4","3.283588861903071","3.283588861903071","3.283588861903071","4","4","4","2.767400772352943","2.767400772352943","2.767400772352943","4","4","4","3.098356319158765","3.098356319158765","3.098356319158765","4","4","4","3.2473769030670443","3.2473769030670443","3.2473769030670443","4","4","4","2.6180749712286855","2.6180749712286855","2.6180749712286855","4","4","4","4.887744473303833","4.887744473303833","4.887744473303833","4","4","4","2.5926653733266614","2.5926653733266614","2.5926653733266614","4","4","4","2.6279280090932535","2.6279280090932535","2.6279280090932535","4","4","4","2.836042547244718","2.836042547244718","2.836042547244718","4","4","4","2.523517224020209","2.523517224020209","2.523517224020209","4","4","4","2.827958124334162","2.827958124334162","2.827958124334162","4","4","4","3.065256675290855","3.065256675290855","3.065256675290855","4","4","4","2.616204919255845","2.616204919255845","2.616204919255845","4","4","4","2.9771762756323636","2.9771762756323636","2.9771762756323636","4","4","4","3.431870729460673","3.431870729460673","3.431870729460673","4","4","4","2.9731356990473423","2.9731356990473423","2.9731356990473423","4","4","4","2.784857462372943","2.784857462372943","2.784857462372943","4","4","4","3.374304768495886","3.374304768495886","3.374304768495886","4","4","4","2.6044633429240918","2.6044633429240918","2.6044633429240918","4","4","4","2.7054031065813624","2.7054031065813624","2.7054031065813624","","","","","","","4","4","4","2.2760868088549855","2.2760868088549855","2.2760868088549855","","","","","","","4","4","4","2.255256329854553","2.255256329854553","2.255256329854553","","","","","","","8","8","8","2.5894305586861797","2.5894305586861797","2.5894305586861797","2","2","2","2.5075492411511755","2.5075492411511755","2.5075492411511755","8","8","8","2.5075492411511755","2.5075492411511755","2.5075492411511755","","","","","","","9","9","9","2.695643864931529","2.695643864931529","2.695643864931529","","","","","","","5","5","5","3.0306327546595213","3.0306327546595213","3.0306327546595213"
