azure-sea-100 - val_loss,dashing-waterfall-97 - val_loss,stilted-terrain-94 - val_loss,brisk-star-92 - val_loss,dandy-brook-84 - val_loss,logical-durian-80 - val_loss,vocal-mountain-76 - val_loss,noble-sweep-30 - val_loss,kind-sweep-29 - val_loss,legendary-sweep-28 - val_loss,divine-sweep-27 - val_loss,chocolate-sweep-26 - val_loss,jumping-sweep-25 - val_loss,bright-sweep-24 - val_loss,faithful-sweep-23 - val_loss,azure-sweep-22 - val_loss,denim-sweep-21 - val_loss,sweet-sweep-20 - val_loss,crimson-sweep-19 - val_loss,different-sweep-18 - val_loss,flowing-sweep-17 - val_loss,unique-sweep-16 - val_loss,good-sweep-15 - val_loss,misunderstood-sweep-14 - val_loss,desert-sweep-13 - val_loss,dulcet-sweep-12 - val_loss,chocolate-sweep-11 - val_loss,vague-sweep-10 - val_loss,flowing-sweep-9 - val_loss,generous-sweep-8 - val_loss,skilled-sweep-7 - val_loss,icy-sweep-6 - val_loss,autumn-sweep-5 - val_loss,helpful-sweep-4 - val_loss,leafy-sweep-3 - val_loss,effortless-sweep-2 - val_loss,honest-sweep-1 - val_loss,glad-wind-41 - val_loss,dauntless-dew-35 - val_loss,firm-durian-31 - val_loss,frosty-blaze-28 - val_loss,classic-bee-26 - val_loss,breezy-sun-24 - val_loss,wobbly-elevator-22 - val_loss
2.441588999375649,3.23567668026946,2.435914803216448,3.486193020321218,2.661084157353612,2.7877711752839374,2.7805675724274246,2.7881679608473764,4.436753804981122,4.06329465683686,3.6554699846348018,4.491422820288288,3.841938209458629,3.04636821123804,2.9433350432064533,2.9167189296705898,2.916291402541292,3.88226118151572,2.969928564606854,3.77605641742993,3.868880378876273,3.0470933033696594,4.930195042994115,2.9865217705028164,2.875407791588073,3.4718751873570324,2.927084840596637,3.494022140893257,3.6841973915385338,2.8616478293582897,3.631531361021052,3.8706110438227137,3.654403108839255,3.4233708201126527,3.952772963342588,2.8160529342705414,3.288832077272573,2.4610290615849304,,2.5564337123752523,3.0471202677697096,2.9184140604342685,3.29561408357046,3.7416244885153023
2.2772106866812734,2.909567083474696,2.280264239036345,3.167983917808918,2.4621908363683054,2.6612655207286053,2.664055781568987,2.643806751165649,4.1908952733279685,3.787857705408642,3.3632643242137537,4.2584327910932585,3.591290850078248,2.800845659984842,2.811682877133372,2.826380028662744,2.7350961744480364,3.639111628376654,2.841717038685672,3.493574871617197,3.613164423282388,2.8048264360484154,4.891618200044658,2.745449916775045,2.694053448733736,3.177355572709133,2.6947133045879608,3.193548731708189,3.425768699480858,2.704053650142545,3.343241150310686,3.652663349870714,3.367443227936836,3.121000357323489,3.7468015944756,2.662526746417349,3.0127232905496344,2.359236939026529,,2.3954214479168647,2.7864860927997634,2.6693731248683696,2.9918873900646585,3.4234748873359715
2.202050886628313,2.7425358312256,2.2143896281468005,3.001016981054869,2.371999148752606,2.642212421487796,2.629137398135423,2.6104421232029096,4.049619671229723,3.63245123360674,3.19390749880668,4.413744110743956,3.436372286013288,2.691213354525816,2.775485482904584,2.829961062284588,2.679649880869752,3.4871372383535024,2.796199292059444,3.318580300167103,3.454709310280156,2.69797251287383,4.9063578576002005,2.6438666441646066,2.64609845674493,3.0153939965858743,2.5849977267346764,3.0200759197116507,3.265732906841472,2.6362853547523737,3.171475045580603,3.618712629478121,3.1896052060658326,2.957371963567032,3.63186832384442,2.602135554902528,2.8570957272412127,2.322227554249363,,2.3235704796501606,2.671572250252116,2.5675294247822045,2.8461014820805968,3.24086163673566
2.1585585480225573,2.6362287009118504,2.18666373029265,2.9085888251641334,2.324860465204439,2.6577300857249697,2.6502023732178985,2.6290431551462268,3.947994820971228,3.518859656708112,3.0776967630757914,4.351652097495603,3.3229721771924807,2.643097059541873,2.78165713763997,2.8885263562343195,2.675048639566961,3.37179968487508,2.765472959768392,3.1938480531826867,3.336796136861333,2.650065661433737,4.917922624139887,2.615522833970155,2.623826461605836,2.9056077160735807,2.543109262970103,2.914115885945109,3.1517170527374496,2.6127426609848485,3.061841612976867,3.496245473165861,3.063808203663051,2.8507907037235816,3.508090516217625,2.617472994885825,2.768720287096308,2.3006486776282418,,2.283015702999477,2.6096614490855825,2.522145439066881,2.756986229065974,3.120288907426026
2.133889511028756,2.566103494415779,2.173953988157645,2.8578392863349698,2.298642836206006,2.679955269829676,2.6581142709274923,2.6526003282495205,3.8680762785243874,3.430024562506918,2.989633773809716,4.266019195592671,3.2342134477959896,2.6152798943517714,2.798673326656697,2.9550136681759,2.6912948914655126,3.283588861903071,2.767400772352943,3.098356319158765,3.2473769030670443,2.618074971228685,4.887744473303833,2.5926653733266614,2.627928009093253,2.836042547244718,2.523517224020209,2.827958124334162,3.065256675290855,2.616204919255845,2.977176275632364,3.431870729460673,2.9731356990473423,2.784857462372943,3.374304768495886,2.604463342924092,2.7054031065813624,2.276086808854985,,2.255256329854553,2.58943055868618,2.5075492411511755,2.695643864931529,3.0306327546595213
2.117120380937406,2.515484282743516,2.168479302871604,2.834314098726457,2.2828223909863365,2.717857329013168,2.701781390061392,2.7098158709133107,3.8017440249440426,3.357798921419194,2.9250162316044217,4.330924744589129,3.162760904275353,2.6137152673690536,2.799049402062042,2.996602352281951,2.721238229894957,3.2112164938370107,2.8171486023982086,3.024157187001342,3.1759819910499067,2.6087747801293166,4.893236259811744,2.6027221655667367,2.6444689015430147,2.784278721304589,2.548515004559982,2.76164135473162,2.996107676872725,2.6290541317461984,2.9152347737341966,3.385143958898287,2.899592641975316,2.7337893615506474,3.3619364997056094,2.652638925599658,2.663235644175752,2.263744610615233,,2.242331795363911,2.5651106641124617,2.5144545698109595,2.668318681292813,2.9696185944071907
2.10764408969278,2.4803783085127247,2.168792762205746,2.8243483730555647,2.2763746816346,2.745465191777697,2.751317492248223,2.746384288513112,3.742046867529739,3.2961708978610167,2.875505458046629,4.20058897604674,3.103453537761954,2.623683144285284,2.818634724982936,3.0667961868232085,2.7616584510608058,3.148864623591076,2.794845371479033,2.9670513827141134,3.114222771330454,2.613179791363052,4.95320166745837,2.6281588515724925,2.677534877592445,2.7474586195572304,2.561173234179188,2.719979987506649,2.941355613159036,2.659680327108084,2.8667594756539625,3.3896399968255,2.8432088528407555,2.6945390829651528,3.357475036356872,2.6842962632072296,2.634397297888842,2.2670823298749405,,2.2283321486214813,2.5751150816549986,2.54272757886386,2.6458481165237755,2.9177490786838045
2.104625731090791,2.455970143240259,2.176284745650692,2.835431702707402,2.280428950665052,2.7866072197215663,2.7862997326030827,2.813481159953328,3.6893448254293646,3.242910527601246,2.8387868942026544,4.140253792874975,3.050561988827564,2.648011429091224,2.8406154315802863,3.0896227419634403,2.803389173415363,3.0963184643429784,2.800881066860903,2.916418976466612,3.063294604593072,2.634736254983697,4.940412686050337,2.6593886218170444,2.690774691062666,2.7215383950766032,2.6144411881952387,2.6858956359118658,2.897755515598866,2.678211466471354,2.833436556249001,3.3749341872394294,2.798138599478321,2.6721692532265764,3.2665090429552985,2.7271004686952343,2.614517736753954,2.261074360064033,,2.2222627169047,2.582125717577433,2.5816488765159584,2.632868923891346,2.878943133513696
2.098178411003762,2.4398694484658394,2.186817868805524,2.8622531137222462,2.279759543472692,2.830348226584022,2.837146759933958,2.8794758694231017,3.642161294035628,3.19777170396705,2.804320505405683,4.123582192473128,3.0078766631779827,2.6706243197498525,2.8710417199913603,3.1703345162527903,2.85030956666144,3.051702166260438,2.8300104362670946,2.8770196805831625,3.018775183907741,2.651910417805221,6.368266253750984,2.693447331320062,2.7318969096034027,2.702781383599976,2.660445244018603,2.652232283374917,2.8515495087114293,2.7001495637559647,2.803359592622399,3.3566409084375617,2.762183214087788,2.6448527522651943,3.227432229358443,2.773467642864061,2.601439152416964,2.2633930879757687,,2.2177997683709343,2.6068563041702024,2.633674738079673,2.6274040921754325,2.850398169123061
2.1001189342180155,2.422825460285078,2.1979973214745985,2.8920004172243665,2.289170250842564,2.858788702198015,2.880210473527124,2.93826353755442,3.5988053274924057,3.156475529826471,2.7840924151532063,3.999207940940452,2.9688131909631266,2.7123800710822974,2.889861886400916,3.230798713356808,2.8943561060041105,3.011371991166164,2.858994862189775,2.842679973363595,2.9792570424145577,2.673021641250484,8.051243959417121,2.7376838272737265,2.7687523383598824,2.693131025810497,2.732215046648058,2.6325392355650536,2.817999178703636,2.756823753888379,2.7864244103009472,3.2649315243675594,2.7313987350614,2.631597811516136,3.266569393537777,2.7990896501957736,2.596208037789625,2.2538388562003857,,2.2141760913620243,2.6463254211738043,2.7111827575611533,2.623614728943376,2.827320030119324
2.1025109488461458,2.4161732461507466,2.213707812046891,2.932096208487146,2.298980569432027,2.9288678478134376,2.933129616189031,2.9967901753046906,3.559776915663201,3.1177120216246528,2.762261732297355,4.012415713355654,2.937925546669388,2.745520797183034,2.9251262984562936,3.290566566224081,2.9293701442101487,2.976281782718494,2.8755545588001308,2.81163983545825,2.943375334576423,2.7070630934894298,8.746047561687543,2.793506650237857,2.8109592706469373,2.690888024052031,2.8112401032250776,2.613598192643575,2.7883246159469084,2.7724607105097494,2.767934891221468,3.2976010133036944,2.705754318147229,2.626885951498933,3.2100967040919546,2.841996425251846,2.603200771507434,2.2524439134718404,,2.213060154012501,2.6748728674446114,2.7760471000205995,2.6369594725601693,2.804090481412453
2.1056946464005883,2.418369943455685,2.229064678453536,2.9918316925167354,2.313726139045277,3.0143896998405832,2.96250271187294,3.0579636586927514,3.522932092996152,3.085734353333841,2.749504936665637,3.956622564262501,2.9054684263287167,2.784113034034798,2.933239955068901,3.3322799424400764,3.002177110331962,2.9456382958638483,2.8835262786492923,2.789353372993454,2.913076815854748,2.7405769705444,9.0108414050586,2.850453519914996,2.8302545804951147,2.6941128895537023,2.881977605838468,2.6026287903048213,2.765011527021304,2.789270619434055,2.753466586698842,3.3083652969234247,2.68723080637698,2.617196962731131,3.1997178132869,2.885064587974023,2.602063095771342,2.2583836632011915,,2.214432059755948,2.7144118067693728,2.8613871214475184,2.6448108203201866,2.786755586073934
2.112868348832317,2.426287693308144,2.2423381346297355,3.04155409724086,2.327387245452535,3.085628885736807,2.9981974169758536,3.1200923110499525,3.489344426695168,3.0547347668163987,2.738049471336104,4.100330312849733,2.881975135968361,2.8334463102242364,2.9649664364288943,,3.0405712249287467,2.9176002211197303,2.919026946120729,2.766466311139884,2.886945942019628,2.7663905876727144,9.07166341626236,2.8993141687746733,2.875293873107982,2.691338215377189,2.964114433327607,2.590649436881625,2.740546473383388,2.832537381811341,2.742950743307799,3.268586675110224,2.674239428931923,2.6150225594680827,3.135870914992175,2.935996259849215,2.609652531010952,2.263021930046176,,2.219152450732556,2.753454242752838,2.934748997063395,2.656372510481425,2.781032721689488
2.118406543855403,2.430000007110047,2.261952544892684,3.1102756110518035,2.327171851445629,3.1636156823024275,3.054690407036515,,3.458142095848783,3.0266107810664864,2.729990316403752,3.9763049609451855,2.857891348486386,2.8979866805483816,,,3.0941773013400544,2.891767536209869,2.9307989511561177,2.7546184084913667,2.8634275890532,2.815230886075779,8.20535745271685,2.9680658700005456,2.8929324651881028,2.698411279623549,3.0413955802572192,2.585795948159174,2.719234753293064,2.870160103069427,2.7330752874537274,3.258301655582817,2.6543150053958824,2.6202163660258866,3.181662790778114,,2.622890571194904,2.264372521950971,,2.2216464198398067,2.808674648004177,3.070613822952024,2.677953368948464,2.766918602425111
2.1253793106717684,2.442351206649416,2.27762330968512,3.1563311932399647,2.343565210686561,3.2433336722574007,3.1024253193668754,,3.4277393447653792,3.001429679477276,2.7263315416236225,3.9736902350283474,2.838007854054829,2.9473037881862454,,,,2.868668193434318,,2.7395493352380336,2.8400047881731787,2.837701157198699,9.175368728247369,3.031250136914754,,2.698205365838145,3.133939261588465,2.586984129226006,2.702662235336574,,2.72899680709989,3.2641938234679766,2.644793713181941,2.6205471658838024,3.1806143468311103,,2.638775476833255,2.2809651057226947,,2.2242277051004984,2.8640436057639094,3.1327064463117376,2.690584462423673,2.7613850485100984
2.133849150819388,2.461064966330108,2.301646520142486,3.23999630027437,2.358566294557441,3.31912641949374,3.147473427368308,,3.400460894696124,2.978059545139401,2.725834620932527,3.973509589221148,2.816922070331716,3.0110881566719856,,,,2.8498944531365296,,2.7244153397705366,2.8199328053612165,2.876996531781133,,,,2.715295405352224,,2.582485365614277,2.6885903734899985,,2.7278268188812844,3.299917107123833,2.63308353596717,2.632220107089436,3.28951799376937,,2.652780084110817,2.272854564845088,,2.227785360614306,2.917620104985273,3.1907665446347866,2.7170055468970986,2.758753526515728
2.1433676704801865,2.4764662368596664,,3.319792132529519,2.3767531245484834,3.407655826284865,3.2069272320179523,,3.37450844600697,2.957153465033797,2.721870304064129,4.003686000999622,2.7998838914843445,,,,,2.8287561698111903,,2.720114403566663,2.799184595173337,,,,,2.729314717754798,,2.58311480057141,2.677293200232015,,2.7210039999765563,3.274258682268992,2.623342603663205,2.6444849103607093,3.2076998864135984,,2.6694761225952965,2.2804995750843884,,2.232954575708698,2.978922898353718,3.2619330155854147,2.7395486782874143,2.7549492023442497
2.153752467175912,2.4895353872733144,,,,3.50281415907054,3.247394687573021,,3.3489766715033604,2.935950081745314,2.724836886487388,4.172007252446595,2.785370640490103,,,,,2.811412483104239,,2.708415683354509,2.78527026456062,,,,,2.735563771962088,,2.5947795040726613,2.660677444836325,,2.7236448627998864,3.292126455235697,2.618801307002657,2.647777409348981,3.13103920772572,,2.691941828091564,2.290020235445555,,2.2381650670572752,3.024360144508959,3.3056507145124643,2.775799525717684,2.755791607000658
2.161946538881089,2.513715800094816,,,,3.5827400889090786,3.2647709942201795,,3.3262877685354715,2.91861565539988,2.7279349010697223,4.039656931018792,2.77113912763299,,,,,2.793523585031653,,2.7006720688905084,2.770021006086125,,,,,2.756268506310953,,2.598920083674612,2.6567872558978074,,2.724940018126553,3.469641705377512,2.612662624102416,2.660730331162682,3.191866012146885,,2.717331531318986,2.291548507379292,,2.243632750641767,3.072048203169197,3.3951201732024487,2.7979044482258537,2.755323752471192
,2.541136465564622,,,,3.693678648196914,3.3194478496985376,,3.3040789439423914,2.902521127868196,2.7336336282236937,3.974597540280801,2.7611501358194364,,,,,2.782021684582803,,2.7015721020478987,2.7541021491917324,,,,,2.7632381951138054,,2.6075376400277634,2.6452978218976364,,2.7233072244102963,3.3479465218896425,2.6191773535838423,2.676219703887495,3.1067224183546096,,2.745085435287073,2.3111039405976106,,2.249457976747297,3.120694031578404,3.456520436664868,2.829641072086723,2.755651280186581
,2.573347728163044,,,,3.716595079466284,3.365618240134259,,3.2829075548696687,2.8857776232002195,2.737849565586299,4.038376830910567,2.7540544962517064,,,,,2.7670901271875614,,2.6972441425946507,2.7411820821150323,,,,,2.787801361384236,,2.627015955661141,2.641305420090016,,2.7233721706445926,3.3477674488006075,2.61065090439161,2.696550878339375,3.068124049763565,,,2.3154191809538305,,2.257749473222236,3.188663729773127,3.5238319117738617,2.8577927404386423,2.76230859557553
,,,,,3.789244864447668,3.406610301984947,,3.2628350988611,2.871557082739556,2.740164477015424,4.064891532048237,2.739199130716215,,,,,2.752859947447793,,2.6943591061186387,2.7295394230902263,,,,,,,2.6358313238090627,2.6339130820462384,,2.725639505397612,3.631743964413309,2.61584481183397,2.712507371778612,3.0506790047037184,,,2.3224754323973733,,,3.2261676234365777,3.5389741803754364,2.875152036628588,2.758497287550577
,,,,,3.857303052209391,3.468834377920848,,3.243688979255829,2.855753203613089,2.74884177864372,,2.730943818976212,,,,,2.7441001294589054,,2.6965439365211314,2.7186626183616043,,,,,,,2.65302064393459,2.6272658917435696,,2.732414151326449,3.663813151810311,2.615102320719497,2.737476776135057,3.095764518056222,,,2.3234450727029023,2.262255770100261,,3.28722323162825,3.596689373017859,2.906507999040348,2.761455037771177
,,,,,,,,3.2247545022375235,2.842656477470653,2.7566126391438224,,2.7261000872315124,,,,,2.7328668713710385,,2.6908925074097305,2.7084357683886604,,,,,,,2.6718833001567264,2.628681435372969,,2.732154195846324,3.3238060360863093,2.616648939809007,,3.024014707983408,,,2.325033054946091,2.26642204601778,,3.3333319521757243,3.625029968718101,2.936096140963972,2.7657701392475897
,,,,,,,,3.206905499803227,2.831563979159749,2.7587132435528043,,2.719058745172914,,,,,2.7197477146285296,,2.6967055535795,2.7001370192418555,,,,,,,2.694333369747854,2.623380507432021,,2.740826802739756,,2.6213213719799966,,3.029408180690196,,,2.344009531568388,2.2731002792171857,,3.3998302809509973,3.662682614257044,2.9594638786931435,2.7747433923258176
,,,,,,,,3.191064603250827,2.819387156829173,2.764655656750772,,2.7125175647217663,,,,,2.7138246706647697,,2.6940327073494688,2.690624949557722,,,,,,,2.7068690396443635,2.621254577396517,,2.748549484859438,,2.621969271813355,,2.998278081984747,,,2.3428697376575367,2.2788278256125807,,3.42262115178264,3.7229705894617338,2.982177513990286,2.7761345645284523
,,,,,,,,3.17432789267728,2.8072613286390307,2.7768424017980124,,2.7077531294389203,,,,,2.7009707700450885,,2.694908176919036,2.682884302180567,,,,,,,,2.619793436349916,,2.753895227761777,,2.623725437733284,,2.9923648010037724,,,2.351393210322297,2.2862656634793552,,3.464115257818649,3.7337917071165694,2.997730522651177,2.7826414544391893
,,,,,,,,3.158475035299986,2.798235936260561,,,2.7030517674205528,,,,,2.6975528385262937,,2.699337713308384,2.6770751106415336,,,,,,,,2.6230881764165344,,,,2.636488408941024,,3.0021058293882668,,,2.355013641198925,2.2915260460007927,,3.5186150224693926,3.810916810259018,3.035476485203214,2.789085523296838
,,,,,,,,3.143947198080388,2.7883249402186947,,,2.7003008077201858,,,,,2.689511575590011,,2.7042283791906483,2.670818301534521,,,,,,,,2.6220045213575487,,,,2.638137107587902,,3.01102606943394,,,2.3662721342343573,2.303310414660028,,3.573281402167538,3.8082476583253393,3.053868723347261,2.793713416137455
,,,,,,,,3.1283581538164724,2.7792219916369585,,,2.6940817918893813,,,,,2.681453320812119,,2.709559740038755,2.6647236781625097,,,,,,,,2.6221845774705,,,,2.646217834400596,,3.0528331343745774,,,2.3734710578154234,2.307439225116152,,3.597926349182009,3.837164216565129,3.0833589514049664,2.800263518866757
,,,,,,,,3.1152302087080472,2.772754547587533,,,2.6930673670552934,,,,,2.677151743871215,,2.7121690806419254,2.661568740670581,,,,,,,,2.621104801662885,,,,2.65057047574082,,3.0138521617062213,,,2.373553913954549,2.3131204666133467,,3.635429372115664,3.878712438758271,3.111795837810686,2.805049154318397
,,,,,,,,3.101429699894388,2.7645322611274703,,,2.688426088995936,,,,,2.668272803440567,,2.719407440629919,2.656308839716155,,,,,,,,2.62751113068912,,,,,,3.037485764468575,,,,2.3160210326302235,,3.6723565616179807,3.9769829538008303,3.142915095029408,2.8142607495616807
,,,,,,,,3.0891668062236355,2.755788821265811,,,2.685454200525445,,,,,2.6640315104262746,,2.719249630762526,2.652943846767505,,,,,,,,2.629322588551659,,,,,,3.02746902219614,,,,,,3.734321276572031,3.9552247054555294,3.153343601819804,2.8180038896520885
,,,,,,,,3.075734511626513,2.7473555671845022,,,2.682371387083856,,,,,2.6603487833706896,,2.7287084297981847,2.648372519537015,,,,,,,,2.629058762227208,,,,,,3.174373198249874,,,,,,3.757307686893924,4.011130793607878,3.1754177653475195,2.83100003809593
,,,,,,,,3.064581055023782,2.741085901902164,,,2.681263334776463,,,,,2.656309016864631,,,2.6466675261070014,,,,,,,,2.6409114785102443,,,,,,3.107969159903558,,,,,,3.775350312612414,4.008369046466081,3.1916128759823272,2.833888681194811
,,,,,,,,3.052013398718055,2.735174593574557,,,2.680644437451383,,,,,2.6520804647290297,,,2.6426392406236934,,,,,,,,2.643742392824091,,,,,,3.0343831404228467,,,,,,3.8411071789353817,,3.2129697929541456,2.8437020630219094
,,,,,,,,3.041362080579665,2.732382566053442,,,2.683556028183686,,,,,2.649081332023948,,,2.640856497027845,,,,,,,,2.654643734718392,,,,,,3.022053883930493,,,,,,,,3.222699870560311,2.8533895361193613
,,,,,,,,3.0304012672397294,2.7256945102996406,,,2.6820332947137646,,,,,2.6454187656659305,,,2.6397093333394825,,,,,,,,,,,,,,,,,,,,,,3.24527931678769,
,,,,,,,,3.0189963312610684,2.718888154193108,,,2.680066985663632,,,,,2.641003344707346,,,2.6393275141199948,,,,,,,,,,,,,,,,,,,,,,3.257856963666956,
,,,,,,,,3.009446375823218,2.7122951575124983,,,2.6836888084726884,,,,,2.6398807674259333,,,2.639664961549533,,,,,,,,,,,,,,,,,,,,,,3.28023354366322,
,,,,,,,,2.998194258928956,2.7068450957759542,,,2.6798494881694124,,,,,2.637888176147509,,,2.6353737859264315,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.989148579747224,2.7035675120888523,,,2.6854710038090164,,,,,2.6369795035490227,,,2.634161232231828,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.979418574801959,2.699991996491908,,,2.683530201737405,,,,,2.6364487024612755,,,2.63580331513376,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.971430974642811,2.6949724265694948,,,2.6820776400815687,,,,,2.6330757582483213,,,2.6370328606699736,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.9625798933621423,2.691988253602828,,,2.684945398876396,,,,,2.636439933311465,,,2.638188497460015,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.9533679300103306,2.6905559120943865,,,2.6838944340165045,,,,,2.6318346043826555,,,2.63963743387738,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.9450816785383767,2.6841728639809084,,,2.6854744068612644,,,,,2.6321001841767666,,,2.6396818843332626,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.9365527750891243,2.681662664071916,,,2.686759253347638,,,,,2.6340213618002646,,,2.6488893481137854,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.9285516257738324,2.682823890947254,,,2.689899178857364,,,,,2.633617495702318,,,2.644631602509854,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.920534176396742,2.678219732999896,,,2.690277976344205,,,,,2.630755962325287,,,2.644237840480572,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.913850243698654,2.6754925400194622,,,2.696661625561495,,,,,2.6354246425516066,,,2.647318630226012,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.906187953596179,2.670501301843132,,,,,,,,2.6357340290620543,,,2.646065794168988,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.8983446958167307,2.6730016228722007,,,,,,,,2.6358069427742445,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.8918213274947115,2.669928425890589,,,,,,,,2.6389198882708347,,,,,,,,,,,,,,,,,,,,,,,,,,
